house_id,price_act,price_first,advertiser,type,nbhood,street,st_number,sq_m,bedrooms,bathrooms,const_year,floor,lift,balcony,air_con,ft_wardrobes,terrace,exterior,heating
92928805,340000.0,340000.0,Professional advertiser,flat / apartment ,playa stª mª del mar,calle santa cruz de tenerife,,112.0,2.0,2.0,,1.0,0,0,0,0,1,0,no
93044352,280000.0,280000.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,calle cristobal colon,,85.0,3.0,2.0,,2.0,0,1,1,0,0,0,no
91230718,400000.0,400000.0,Private owner,penthouse ,centro historico - plaza espana,calle cobos,19.0,125.0,3.0,1.0,,3.0,0,1,1,1,1,1,no
90924926,173000.0,173000.0,Private owner,flat / apartment ,la caleta - la vina,calle vidal,6.0,91.0,3.0,1.0,,1.0,0,1,1,1,0,1,no
90543112,320000.0,320000.0,Private owner,flat / apartment ,la caleta - la vina,calle garaicoechea,2.0,180.0,5.0,3.0,2020.0,0.0,0,0,0,0,1,1,no
90220875,139000.0,139000.0,Professional advertiser,flat / apartment ,mentidero - teatro falla - alameda,unknown,,50.0,1.0,1.0,1958.0,4.0,0,0,0,0,1,1,no
87392155,530000.0,530000.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,unknown,,280.0,5.0,3.0,1995.0,2.0,0,1,0,0,0,1,no
82574523,240000.0,240000.0,Professional advertiser,flat / apartment ,mentidero - teatro falla - alameda,unknown,,101.0,2.0,1.0,2000.0,1.0,1,1,0,0,0,1,no
39355991,140000.0,140000.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,unknown,,59.0,2.0,1.0,2002.0,1.0,0,0,0,0,1,1,no
37310235,180000.0,180000.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,calle novena,,80.0,3.0,1.0,,2.0,0,0,0,0,0,0,no
28748704,610000.0,610000.0,Private owner,flat / apartment ,centro historico - plaza espana,callejon tinte,1.0,320.0,7.0,3.0,,2.0,0,1,0,0,1,1,no
96753024,381000.0,381000.0,Professional advertiser,flat / apartment ,zona san jose - varela,unknown,,92.0,3.0,2.0,,1.0,1,0,0,0,0,1,no
96550882,330000.0,330000.0,Private owner,flat / apartment ,playa stª mª del mar,calle granja san ildefonso,6.0,97.0,3.0,2.0,,2.0,1,0,1,1,0,1,no
96312737,180000.0,180000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,75.0,3.0,1.0,,3.0,1,0,0,0,0,1,no
95992553,126000.0,129900.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,calle catarroja,,66.0,2.0,1.0,,0.0,0,0,0,0,0,1,no
90251531,299000.0,299000.0,Private owner,flat / apartment ,la paz - segunda aguada - loreto,avenida de huelva,6.0,140.0,3.0,2.0,2018.0,1.0,1,0,1,0,0,1,individual
96415461,240000.0,240000.0,Professional advertiser,flat / apartment ,playa victoria,unknown,,94.0,3.0,1.0,1962.0,1.0,1,1,0,0,1,1,no
96403787,240000.0,240000.0,Professional advertiser,flat / apartment ,cortadura - zona franca,unknown,,100.0,3.0,2.0,1975.0,2.0,1,0,0,1,1,1,no
96618412,169900.0,169900.0,Professional advertiser,penthouse ,centro historico - plaza espana,unknown,,75.0,1.0,1.0,1995.0,4.0,0,0,1,1,1,1,no
96533654,142000.0,142000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,50.0,1.0,1.0,,2.0,1,1,0,1,1,1,no
96088045,195000.0,195000.0,Professional advertiser,flat / apartment ,mentidero - teatro falla - alameda,unknown,,90.0,3.0,1.0,,2.0,0,1,0,0,0,0,no
96468926,108500.0,108500.0,Professional advertiser,penthouse ,la caleta - la vina,unknown,,40.0,1.0,1.0,,3.0,0,0,1,0,1,0,individual
96468933,245000.0,245000.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,100.0,3.0,2.0,,2.0,1,0,0,1,0,0,no
88367778,210000.0,210000.0,Professional advertiser,flat / apartment ,mentidero - teatro falla - alameda,unknown,,127.0,5.0,1.0,,,0,0,0,0,0,0,no
96467506,285000.0,285000.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,unknown,,130.0,4.0,2.0,,2.0,0,1,1,0,0,0,individual
96415456,250000.0,250000.0,Professional advertiser,flat / apartment ,zona san jose - varela,unknown,,215.0,4.0,2.0,1996.0,,1,0,0,0,0,1,no
96316743,180000.0,180000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,75.0,3.0,1.0,,4.0,0,0,0,0,0,0,no
96251978,104000.0,104000.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,31.0,1.0,1.0,,3.0,0,0,0,0,1,1,no
96088074,280000.0,280000.0,Professional advertiser,flat / apartment ,mentidero - teatro falla - alameda,unknown,,103.0,3.0,2.0,,1.0,1,0,1,1,1,0,individual
95948683,189000.0,189000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,77.0,3.0,1.0,1975.0,6.0,1,0,0,1,0,1,no
95773504,350000.0,350000.0,Professional advertiser,flat / apartment ,mentidero - teatro falla - alameda,unknown,,182.0,4.0,3.0,,2.0,0,1,0,0,0,1,no
95507610,200000.0,200000.0,Professional advertiser,flat / apartment ,playa victoria,unknown,,102.0,4.0,1.0,1960.0,0.0,0,0,0,1,0,1,no
95598537,109000.0,109000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,64.0,2.0,1.0,1964.0,0.0,0,0,0,0,0,1,no
95589382,74000.0,74000.0,Professional advertiser,flat / apartment ,la caleta - la vina,calle barquillas de lope,,43.0,1.0,1.0,,0.0,0,0,0,0,0,1,no
94993059,136000.0,136000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,70.0,3.0,1.0,,3.0,1,0,0,0,0,0,no
94848623,159000.0,159000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,85.0,3.0,1.0,,7.0,1,0,0,0,0,0,no
93084934,138000.0,138000.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,60.0,1.0,1.0,1888.0,0.0,1,0,0,1,0,0,individual
93401118,230000.0,230000.0,Professional advertiser,flat / apartment ,playa victoria,unknown,,86.0,3.0,1.0,1969.0,3.0,1,0,0,1,0,1,no
90238613,220000.0,220000.0,Private owner,flat / apartment ,zona laguna,calle santa teresa se jesus,1.0,75.0,3.0,2.0,,2.0,0,1,1,0,0,1,no
89247565,350000.0,350000.0,Private owner,flat / apartment ,la paz - segunda aguada - loreto,paseo principe de asturias,14.0,120.0,3.0,2.0,,4.0,1,0,1,1,0,1,no
96836061,105000.0,105000.0,Professional advertiser,flat / apartment ,la caleta - la vina,calle libertad,,60.0,1.0,1.0,,1.0,0,0,0,1,0,0,no
96817039,157500.0,157500.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,loreto,,70.0,2.0,1.0,1975.0,8.0,1,0,0,0,1,1,no
96739863,220000.0,220000.0,Professional advertiser,flat / apartment ,zona laguna,calle murillo,,63.0,2.0,1.0,1986.0,0.0,0,0,0,0,0,1,no
96703200,97000.0,97000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,calle grazalema,,66.0,2.0,1.0,1956.0,1.0,0,1,0,0,0,1,no
96703187,218500.0,218500.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,avenida de la sanidad publica,,98.0,3.0,1.0,1973.0,5.0,1,0,0,0,0,1,no
96538752,259000.0,259000.0,Professional advertiser,flat / apartment ,mentidero - teatro falla - alameda,unknown,,103.0,3.0,2.0,,1.0,1,0,1,1,1,0,individual
96534626,310000.0,310000.0,Professional advertiser,flat / apartment ,zona san jose - varela,unknown,,141.0,3.0,1.0,,3.0,1,0,0,1,0,1,no
96529932,89900.0,89900.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,38.0,1.0,1.0,,0.0,0,0,0,0,0,1,no
96167836,130000.0,130000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,70.0,3.0,1.0,,0.0,1,0,0,0,0,1,no
96342755,175000.0,175000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,60.0,3.0,1.0,,0.0,1,0,0,0,0,1,no
96375631,150000.0,150000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,65.0,3.0,1.0,1969.0,3.0,1,0,0,1,0,1,no
96259125,130000.0,130000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,57.0,2.0,1.0,,,0,0,1,1,0,1,no
96225810,700000.0,700000.0,Professional advertiser,flat / apartment ,playa victoria,unknown,,155.0,5.0,3.0,1981.0,7.0,1,0,0,1,0,1,individual
96236767,259000.0,259000.0,Professional advertiser,flat / apartment ,mentidero - teatro falla - alameda,unknown,,102.0,3.0,2.0,1961.0,1.0,1,0,1,1,1,0,individual
89672811,82200.0,82200.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,calle compania,,58.0,2.0,1.0,1995.0,,0,0,0,0,0,0,individual
96036135,185000.0,185000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,97.0,3.0,1.0,,5.0,1,0,0,0,0,1,no
95739085,180000.0,180000.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,90.0,3.0,1.0,1981.0,1.0,0,1,0,1,0,1,no
95753984,82000.0,82000.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,unknown,,50.0,2.0,1.0,,0.0,0,0,0,0,0,0,no
95710035,150000.0,150000.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,75.0,2.0,1.0,,1.0,1,1,1,1,0,1,no
95691607,200000.0,200000.0,Professional advertiser,flat / apartment ,playa victoria,unknown,,108.0,4.0,1.0,,0.0,0,0,0,1,0,1,no
95664041,175000.0,175000.0,Professional advertiser,flat / apartment ,playa stª mª del mar,unknown,,50.0,1.0,1.0,,4.0,1,0,0,0,0,1,no
95550324,178500.0,178500.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,90.0,3.0,1.0,,1.0,0,0,0,1,1,1,no
95547215,220000.0,220000.0,Professional advertiser,flat / apartment ,zona san jose - varela,unknown,,93.0,3.0,1.0,1975.0,1.0,1,0,0,1,1,1,individual
95214299,230000.0,230000.0,Professional advertiser,flat / apartment ,zona san jose - varela,unknown,,95.0,3.0,2.0,,4.0,1,0,0,0,0,1,no
94611787,225000.0,225000.0,Professional advertiser,flat / apartment ,zona san jose - varela,unknown,,78.0,3.0,1.0,,1.0,1,0,0,1,0,1,no
94458264,228000.0,228000.0,Professional advertiser,flat / apartment ,zona san jose - varela,unknown,,89.0,3.0,1.0,1975.0,1.0,1,0,0,0,0,0,no
94176436,120000.0,120000.0,Professional advertiser,flat / apartment ,mentidero - teatro falla - alameda,unknown,,50.0,2.0,1.0,1995.0,2.0,0,0,0,0,0,1,no
93627480,132829.0,132829.0,Professional advertiser,flat / apartment ,mentidero - teatro falla - alameda,calle navas,,65.0,1.0,1.0,,,0,0,0,0,0,0,individual
90025820,277000.0,277000.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,calle san pedro,,143.0,3.0,2.0,,,1,0,0,0,0,0,no
91339223,162000.0,162000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,85.0,3.0,1.0,,3.0,0,1,1,1,0,1,no
92908391,310000.0,310000.0,Professional advertiser,flat / apartment ,cortadura - zona franca,unknown,,95.0,3.0,2.0,,1.0,1,0,0,1,1,1,no
91901635,250000.0,250000.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,95.0,3.0,1.0,1971.0,3.0,1,1,0,0,1,1,no
91339277,250000.0,250000.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,unknown,,156.0,4.0,3.0,,2.0,0,1,0,1,0,1,no
91339279,220000.0,220000.0,Professional advertiser,flat / apartment ,mentidero - teatro falla - alameda,unknown,,101.0,3.0,2.0,,,1,0,0,1,0,1,no
90607916,115500.0,115500.0,Professional advertiser,flat / apartment ,la caleta - la vina,calle maria arteaga,,65.0,1.0,2.0,1888.0,,0,0,0,0,0,0,individual
89785726,150000.0,150000.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,70.0,1.0,1.0,,1.0,0,1,0,1,0,1,no
87681863,125000.0,125000.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,unknown,,50.0,1.0,1.0,1995.0,0.0,0,0,0,0,0,0,no
96528298,150000.0,150000.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,canovas del castillo,,98.0,3.0,1.0,1850.0,2.0,0,0,0,0,0,0,no
96481624,450000.0,450000.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,calle jose del toro,,150.0,3.0,2.0,,2.0,1,0,1,1,1,1,no
96457918,150000.0,150000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,75.0,3.0,2.0,1969.0,1.0,0,0,0,0,0,1,no
95509910,460000.0,460000.0,Professional advertiser, detached house ,la caleta - la vina,calle virgen de la palma,9.0,460.0,8.0,8.0,,,0,0,0,0,0,0,no
95051663,340000.0,340000.0,Professional advertiser,flat / apartment ,playa stª mª del mar,calle santa cruz de tenerife,,150.0,2.0,2.0,,2.0,1,1,0,0,1,1,individual
94605794,260000.0,260000.0,Professional advertiser,flat / apartment ,zona san jose - varela,calle garcia carrera,,126.0,4.0,2.0,1968.0,3.0,1,0,0,0,0,0,no
93866629,105000.0,105000.0,Professional advertiser,flat / apartment ,mentidero - teatro falla - alameda,virgili,,50.0,1.0,1.0,,0.0,0,0,0,0,0,0,no
93648983,119000.0,119000.0,Professional advertiser,flat / apartment ,la caleta - la vina,calle garaicoechea,,80.0,3.0,1.0,,2.0,0,0,0,0,0,1,no
91474572,370000.0,370000.0,Professional advertiser,flat / apartment ,zona laguna,estadio,,75.0,3.0,2.0,1959.0,3.0,1,0,1,0,1,1,no
96288862,180000.0,200000.0,Private owner,flat / apartment ,la caleta - la vina,calle paraguay,5.0,115.0,4.0,1.0,,3.0,0,1,1,1,0,1,no
95601254,95000.0,95000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,44.0,2.0,1.0,,2.0,0,1,0,0,0,1,no
88209058,360000.0,360000.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,unknown,,124.0,2.0,2.0,1900.0,2.0,0,1,0,1,0,1,individual
88209080,365000.0,365000.0,Professional advertiser,flat / apartment ,zona laguna,unknown,,165.0,4.0,2.0,1990.0,1.0,1,0,0,1,1,1,no
96743057,185000.0,185000.0,Professional advertiser,flat / apartment ,mentidero - teatro falla - alameda,unknown,,110.0,4.0,1.0,,3.0,0,0,0,0,1,1,no
96652338,249000.0,249000.0,Professional advertiser,flat / apartment ,zona san jose - varela,unknown,,137.0,5.0,1.0,1963.0,4.0,0,0,0,1,0,1,no
96652324,243000.0,243000.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,92.0,3.0,1.0,,3.0,1,0,0,0,1,1,no
96652325,467000.0,467000.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,169.0,5.0,3.0,1968.0,4.0,1,0,1,0,1,0,no
96548133,110000.0,110000.0,Professional advertiser,duplex ,mentidero - teatro falla - alameda,calle cervantes,,52.0,1.0,1.0,,0.0,0,0,1,1,0,1,individual
94446186,170000.0,170000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,83.0,3.0,1.0,,1.0,1,0,0,0,0,1,no
96786060,110000.0,110000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,enrique calvo,,70.0,2.0,1.0,,0.0,0,0,0,0,0,1,no
96457792,330000.0,330000.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,140.0,7.0,3.0,1888.0,1.0,1,0,0,0,1,0,no
96457746,113000.0,113000.0,Professional advertiser,flat / apartment ,mentidero - teatro falla - alameda,unknown,,45.0,2.0,1.0,1980.0,2.0,0,0,0,0,0,0,no
96457774,230000.0,230000.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,unknown,,66.0,1.0,1.0,2007.0,2.0,1,0,0,0,0,1,central
96457781,225000.0,225000.0,Professional advertiser,flat / apartment ,mentidero - teatro falla - alameda,unknown,,80.0,3.0,1.0,1888.0,3.0,1,0,0,0,0,0,no
95425171,286000.0,286000.0,Professional advertiser,flat / apartment ,zona san jose - varela,unknown,,110.0,4.0,1.0,,12.0,1,0,0,0,0,1,no
95810045,125000.0,125000.0,Professional advertiser,flat / apartment ,ayuntamiento - catedral,unknown,,50.0,2.0,1.0,,1.0,0,0,0,0,0,1,no
95919532,123000.0,123000.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,unknown,,55.0,1.0,1.0,,0.0,0,0,0,0,0,1,no
95759598,495000.0,495000.0,Professional advertiser,flat / apartment ,playa victoria,unknown,,165.0,4.0,2.0,1990.0,2.0,1,0,0,0,0,0,no
95018637,180000.0,180000.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,unknown,,65.0,2.0,1.0,1985.0,4.0,1,1,1,0,0,0,no
94996084,198000.0,198000.0,Professional advertiser,flat / apartment ,zona laguna,unknown,,79.0,3.0,1.0,,0.0,1,0,0,0,0,1,no
90026208,143000.0,143000.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,plaza gaspar del pino,,77.0,2.0,1.0,,,1,0,0,0,0,0,no
92504394,125000.0,125000.0,Professional advertiser,flat / apartment ,mentidero - teatro falla - alameda,unknown,,54.0,1.0,1.0,2005.0,1.0,0,0,0,0,0,0,no
91339276,122400.0,122400.0,Professional advertiser,flat / apartment ,mentidero - teatro falla - alameda,unknown,,76.0,2.0,1.0,,2.0,0,1,1,1,0,1,no
91339282,312000.0,312000.0,Professional advertiser,flat / apartment ,zona san jose - varela,unknown,,147.0,3.0,2.0,,2.0,1,1,1,0,1,1,no
96849203,400000.0,400000.0,Private owner,flat / apartment ,la paz - segunda aguada - loreto,paseo principe asturias,8.0,120.0,4.0,1.0,2001.0,6.0,1,1,1,1,1,1,individual
88694695,330000.0,330000.0,Private owner,flat / apartment ,la caleta - la vina,avenida duque de najera,7.0,169.0,7.0,3.0,,1.0,1,0,0,0,1,1,no
96493282,166000.0,166000.0,Professional advertiser,flat / apartment ,zona san jose - varela,calle francisco garcia de sola,,54.0,2.0,1.0,1965.0,0.0,0,0,0,0,0,1,no
96441858,216993.0,216993.0,Professional advertiser,flat / apartment ,ayuntamiento - catedral,unknown,,110.0,3.0,2.0,1888.0,2.0,0,1,0,1,1,0,no
96441734,277000.0,277000.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,unknown,,143.0,3.0,2.0,2010.0,1.0,0,1,0,1,0,1,individual
96127462,135000.0,135000.0,Professional advertiser,flat / apartment ,mentidero - teatro falla - alameda,calle adolfo de castro,,71.0,2.0,1.0,2003.0,3.0,0,0,0,1,0,0,no
95649195,132000.0,132000.0,Professional advertiser,flat / apartment ,zona san jose - varela,calle francisco garcia de sola,,66.0,4.0,2.0,1965.0,4.0,1,0,0,0,0,1,no
95245875,125000.0,125000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,calle sor cristina lopez garcia,,58.0,2.0,1.0,,,0,0,0,0,0,1,no
95309295,320000.0,320000.0,Professional advertiser,flat / apartment ,playa victoria,avenida ana de viya,,110.0,3.0,2.0,1977.0,7.0,1,0,0,1,1,1,no
94982824,360000.0,360000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,avenida segunda aguada,,120.0,4.0,2.0,,1.0,1,0,1,0,0,0,no
94994602,105000.0,105000.0,Professional advertiser,flat / apartment ,zona laguna,patio de santa teresa,,53.0,2.0,1.0,1964.0,4.0,0,0,0,0,0,1,no
94926399,335000.0,335000.0,Professional advertiser,flat / apartment ,zona bahia blanca,calle santa cruz de tenerife,,100.0,3.0,2.0,,1.0,1,0,1,1,1,1,individual
94657772,160000.0,160000.0,Professional advertiser,studio flat ,mentidero - teatro falla - alameda,calle soledad,,62.0,0.0,1.0,2011.0,1.0,1,1,0,1,0,0,no
94254139,99900.0,99900.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,mojarra,,50.0,2.0,1.0,1959.0,0.0,1,0,0,0,0,0,no
92928081,272000.0,272000.0,Professional advertiser,flat / apartment ,playa victoria,calle general munoz arenillas,,96.0,3.0,2.0,1985.0,10.0,1,0,0,0,1,1,no
88821488,139000.0,139000.0,Professional advertiser,flat / apartment ,zona san jose - varela,calle alfonso aramburu,,84.0,3.0,1.0,1958.0,3.0,0,0,0,0,1,1,no
93515108,198000.0,198000.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,120.0,3.0,1.0,,2.0,0,1,0,1,0,1,no
96127117,265000.0,265000.0,Professional advertiser,flat / apartment ,mentidero - teatro falla - alameda,unknown,,115.0,3.0,1.0,,2.0,0,0,1,1,0,1,no
90026346,123500.0,123500.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,calle amadeo rodriguez,,71.0,2.0,1.0,,,0,0,0,0,0,0,no
90025208,127000.0,127000.0,Professional advertiser,flat / apartment ,la caleta - la vina,calle maria arteaga,,77.0,1.0,1.0,,,0,0,0,0,0,0,no
96802805,135000.0,135000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,66.0,3.0,1.0,1969.0,4.0,1,0,0,1,0,1,no
96638110,200000.0,200000.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,115.0,4.0,1.0,,3.0,0,0,0,0,0,1,no
96419970,126000.0,129900.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,65.0,2.0,1.0,,0.0,0,0,0,0,0,1,no
96821373,160000.0,160000.0,Professional advertiser,flat / apartment ,zona san jose - varela,unknown,,64.0,2.0,1.0,,3.0,0,1,1,0,0,1,no
96752403,190000.0,190000.0,Private owner,flat / apartment ,mentidero - teatro falla - alameda,calle manuel rances,16.0,112.0,4.0,1.0,,3.0,0,1,0,1,0,1,no
96633700,210000.0,210000.0,Professional advertiser,flat / apartment ,zona san jose - varela,unknown,,92.0,4.0,2.0,1967.0,3.0,0,1,1,1,0,1,no
96613046,200000.0,200000.0,Professional advertiser,penthouse ,mentidero - teatro falla - alameda,unknown,,69.0,1.0,1.0,,3.0,0,0,0,1,1,1,no
96612952,179990.0,179990.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,70.0,3.0,1.0,,4.0,1,0,0,0,0,1,no
96612986,179800.0,179800.0,Professional advertiser,flat / apartment ,zona san jose - varela,unknown,,74.0,3.0,1.0,,2.0,0,0,0,0,1,1,no
96612969,170000.0,170000.0,Professional advertiser,flat / apartment ,mentidero - teatro falla - alameda,unknown,,76.0,3.0,1.0,,0.0,0,0,0,0,1,1,no
96612914,217700.0,217700.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,78.0,2.0,1.0,,3.0,0,0,0,0,1,1,no
96570470,125000.0,125000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,67.0,3.0,1.0,1975.0,0.0,1,0,0,0,0,1,no
96570474,169990.0,169990.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,65.0,3.0,1.0,1965.0,0.0,1,0,1,0,0,1,no
96570464,102000.0,102000.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,unknown,,66.0,2.0,1.0,1888.0,3.0,0,0,0,0,0,0,no
96799497,160000.0,160000.0,Private owner,flat / apartment ,la paz - segunda aguada - loreto,calle amiel,21.0,91.0,3.0,1.0,1974.0,4.0,0,0,1,1,1,1,individual
96863007,225000.0,225000.0,Professional advertiser,flat / apartment ,zona san jose - varela,unknown,,84.0,3.0,2.0,,2.0,1,0,0,1,0,1,no
96760652,112000.0,112000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,65.0,2.0,1.0,,0.0,0,0,0,0,0,1,no
96676950,249000.0,249000.0,Professional advertiser,flat / apartment ,zona san jose - varela,unknown,,150.0,5.0,1.0,,4.0,0,0,0,0,1,1,no
96657925,320000.0,320000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,150.0,3.0,2.0,,3.0,1,0,1,0,0,1,no
96657917,330000.0,330000.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,180.0,7.0,3.0,,1.0,1,0,0,0,0,1,no
96628280,195000.0,195000.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,unknown,,108.0,3.0,2.0,1888.0,2.0,0,0,0,0,0,1,no
96457873,110500.0,123000.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,unknown,,90.0,3.0,1.0,1989.0,3.0,0,0,0,0,0,0,no
96371093,159000.0,159000.0,Private owner,flat / apartment ,la paz - segunda aguada - loreto,avenida de la sanidad publica,1.0,90.0,3.0,1.0,,3.0,0,1,1,1,0,1,no
96357043,270000.0,270000.0,Private owner,flat / apartment ,playa stª mª del mar,virgen del perpetuo socorro,2.0,120.0,4.0,1.0,,4.0,1,0,0,1,1,1,no
96264309,380000.0,380000.0,Private owner,flat / apartment ,zona bahia blanca,calle juan ramon jimenez,3.0,155.0,5.0,2.0,,1.0,1,0,0,1,1,1,no
96102761,185000.0,185000.0,Private owner,flat / apartment ,la paz - segunda aguada - loreto,avenida san severiano,35.0,72.0,3.0,1.0,,6.0,1,0,1,1,0,0,no
95789890,159999.0,159999.0,Private owner,flat / apartment ,la caleta - la vina,calle maria arteaga,18.0,80.0,3.0,1.0,,0.0,0,0,0,1,0,0,no
95552593,170000.0,170000.0,Private owner,flat / apartment ,mentidero - teatro falla - alameda,navas,8.0,95.0,3.0,1.0,,2.0,0,0,1,1,0,0,no
95446904,135000.0,135000.0,Private owner,studio flat ,la paz - segunda aguada - loreto,calle pintor viniegra,2.0,50.0,0.0,1.0,,0.0,0,0,0,1,0,1,no
95298931,361000.0,361000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,120.0,4.0,2.0,,1.0,1,0,1,0,0,0,no
93829693,180000.0,180000.0,Private owner,flat / apartment ,zona san jose - varela,calle garcia carrera,10.0,55.0,2.0,1.0,,2.0,0,0,0,0,0,1,no
94971485,310000.0,310000.0,Private owner,flat / apartment ,centro historico - plaza espana,plaza san agustin,5.0,137.0,3.0,2.0,,3.0,0,1,0,0,0,1,no
94650123,490000.0,490000.0,Private owner,flat / apartment ,playa stª mª del mar,playa santa maria del mar,1.0,130.0,4.0,2.0,,5.0,1,1,1,1,1,1,central
94274947,118000.0,118000.0,Private owner,flat / apartment ,centro historico - plaza espana,solano,7.0,40.0,2.0,1.0,,0.0,0,0,0,0,0,0,no
81881251,370000.0,370000.0,Private owner,flat / apartment ,zona laguna,plaza de madrid,3.0,87.0,3.0,2.0,,3.0,1,0,1,1,0,1,no
93888553,160000.0,160000.0,Private owner,flat / apartment ,mentidero - teatro falla - alameda,plaza falla,1.0,62.0,1.0,1.0,2010.0,,1,0,0,1,1,0,no
93459271,156000.0,156000.0,Private owner,flat / apartment ,zona laguna,patio de santa teresa,4.0,60.0,3.0,1.0,,3.0,0,1,0,1,0,1,no
93325011,135000.0,135000.0,Private owner,flat / apartment ,la caleta - la vina,calle diego arias,2.0,59.0,2.0,1.0,,0.0,0,0,0,1,0,0,no
92042107,180000.0,180000.0,Private owner,flat / apartment ,mentidero - teatro falla - alameda,calle rafael de la viesca,10.0,90.0,3.0,1.0,,3.0,0,1,0,1,0,1,no
90771765,550000.0,550000.0,Private owner, detached house ,ayuntamiento - catedral,calle mirador,6.0,194.0,5.0,3.0,,,0,0,0,1,1,0,no
89899716,165000.0,165000.0,Private owner,flat / apartment ,la paz - segunda aguada - loreto,calle infante de orleans,9.0,60.0,2.0,1.0,1975.0,0.0,1,0,1,0,1,1,individual
