house_id,price_act,price_first,advertiser,type,nbhood,street,st_number,sq_m,bedrooms,bathrooms,const_year,floor,lift,balcony,air_con,ft_wardrobes,terrace,exterior,heating
316918,140000.0,140000.0,Private owner,flat / apartment ,la paz - segunda aguada - loreto,calle marconi,31.0,48.0,1.0,1.0,,,1,0,1,0,0,1,no
83155118,650000.0,650000.0,Private owner,flat / apartment ,zona san jose - varela,avenida andalucia,43.0,236.0,4.0,3.0,,4.0,1,0,1,1,0,1,central
33986063,255000.0,255000.0,Private owner,flat / apartment ,zona laguna,plaza de becquer,2.0,126.0,4.0,2.0,1975.0,7.0,1,0,1,1,1,1,individual
32387766,260000.0,260000.0,Private owner,flat / apartment ,zona laguna,avenida marconi,12.0,110.0,5.0,2.0,,4.0,1,0,0,1,1,1,no
25037874,400000.0,400000.0,Private owner,flat / apartment ,centro historico - plaza espana,calle novena,3.0,109.0,3.0,2.0,,2.0,1,0,0,1,0,0,no
96873080,125000.0,125000.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,80.0,3.0,2.0,,0.0,0,0,0,0,0,0,no
96870484,250000.0,250000.0,Professional advertiser,flat / apartment ,zona san jose - varela,unknown,,107.0,3.0,2.0,1971.0,2.0,0,0,0,1,1,1,no
96630622,185000.0,185000.0,Professional advertiser,flat / apartment ,mentidero - teatro falla - alameda,unknown,,80.0,3.0,1.0,,1.0,0,0,0,0,0,1,no
95707005,340000.0,340000.0,Professional advertiser,flat / apartment ,zona laguna,unknown,,114.0,4.0,2.0,1985.0,4.0,1,0,0,0,0,1,no
96622777,125000.0,125000.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,70.0,2.0,1.0,,3.0,0,0,0,0,0,1,no
96612902,99000.0,99000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,50.0,2.0,1.0,,0.0,1,0,0,0,0,1,no
96437300,135000.0,135000.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,60.0,2.0,1.0,,0.0,0,0,0,0,0,0,no
96437167,129000.0,129000.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,56.0,2.0,1.0,,0.0,0,0,0,0,0,1,no
96437030,104000.0,104000.0,Professional advertiser,penthouse ,la caleta - la vina,unknown,,31.0,1.0,1.0,,3.0,0,0,0,0,1,1,no
96415468,670000.0,670000.0,Professional advertiser,penthouse ,centro historico - plaza espana,unknown,,139.0,3.0,2.0,1941.0,3.0,1,0,1,1,1,1,no
94381979,600000.0,600000.0,Professional advertiser,penthouse ,mentidero - teatro falla - alameda,unknown,,135.0,4.0,2.0,,2.0,0,0,1,0,1,1,no
89377034,410000.0,410000.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,unknown,,152.0,3.0,2.0,2000.0,2.0,1,1,1,1,0,1,no
96645371,200000.0,200000.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,115.0,4.0,1.0,1981.0,3.0,0,0,0,0,0,0,no
96219844,100000.0,100000.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,44.0,1.0,1.0,1880.0,1.0,0,0,1,1,0,1,individual
95995180,245000.0,245000.0,Private owner,flat / apartment ,la caleta - la vina,calle san rafael,31.0,100.0,3.0,2.0,,2.0,1,0,0,1,0,1,no
88367801,160000.0,160000.0,Professional advertiser,flat / apartment ,zona laguna,unknown,,79.0,3.0,1.0,,0.0,1,0,0,0,0,1,no
95216875,198000.0,198000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,83.0,4.0,1.0,1964.0,1.0,0,1,1,1,1,1,no
95148294,330000.0,330000.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,155.0,7.0,3.0,1968.0,1.0,1,0,0,1,1,0,no
93888163,400000.0,400000.0,Professional advertiser,flat / apartment ,cortadura - zona franca,unknown,,60.0,2.0,1.0,,2.0,1,0,1,0,0,1,no
93846535,142000.0,142000.0,Professional advertiser,flat / apartment ,zona san jose - varela,unknown,,59.0,2.0,1.0,1957.0,3.0,0,0,0,1,0,1,no
93000223,125000.0,125000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,55.0,2.0,1.0,1957.0,0.0,1,0,0,0,0,1,no
88367579,149000.0,149000.0,Professional advertiser,flat / apartment ,zona san jose - varela,unknown,,80.0,3.0,1.0,1958.0,,0,0,0,1,0,0,no
90634667,195000.0,195000.0,Private owner,flat / apartment ,centro historico - plaza espana,calle general luque,4.0,91.0,2.0,2.0,,2.0,0,0,1,1,0,0,no
89283464,239000.0,239000.0,Private owner,flat / apartment ,zona laguna,calle pintor clemente de torres,1.0,70.0,3.0,1.0,,7.0,1,0,0,0,0,1,no
88368160,127000.0,127000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,70.0,3.0,1.0,,,1,0,0,0,0,1,no
39403809,185000.0,185000.0,Private owner,flat / apartment ,mentidero - teatro falla - alameda,calle bendicion de dios,18.0,80.0,3.0,1.0,,1.0,0,1,0,1,1,1,no
96604818,120000.0,120000.0,Private owner,flat / apartment ,mentidero - teatro falla - alameda,calle san jose,37.0,60.0,2.0,1.0,,0.0,0,0,0,0,0,1,no
96260050,180000.0,180000.0,Private owner,flat / apartment ,la paz - segunda aguada - loreto,calle grupo santo domingo de la calzada,1.0,90.0,3.0,1.0,,4.0,1,0,0,0,0,1,no
83703510,160000.0,160000.0,Private owner,flat / apartment ,centro historico - plaza espana,calle conde de o'reilly,6.0,65.0,2.0,1.0,,4.0,0,1,1,1,0,1,individual
95423840,149000.0,149000.0,Private owner,duplex ,la caleta - la vina,calle benito perez galdos,80.0,53.0,1.0,1.0,,0.0,0,0,1,0,0,1,no
94244660,200000.0,200000.0,Private owner,flat / apartment ,mentidero - teatro falla - alameda,calle benjumeda,30.0,100.0,3.0,1.0,,0.0,1,0,1,1,0,1,individual
87861927,120000.0,120000.0,Private owner,flat / apartment ,mentidero - teatro falla - alameda,calle enrique de las marinas,8.0,54.0,2.0,1.0,,2.0,0,0,0,1,0,0,no
93413111,300000.0,300000.0,Private owner, detached house ,mentidero - teatro falla - alameda,plaza viudas,17.0,240.0,3.0,3.0,,,0,0,0,0,0,0,no
35064243,150000.0,150000.0,Private owner,flat / apartment ,zona san jose - varela,calle alfonso aramburu,5.0,75.0,3.0,1.0,,0.0,0,0,0,0,0,1,no
92323029,250000.0,250000.0,Private owner,studio flat ,centro historico - plaza espana,plazuela de las tres carabelas,7.0,185.0,0.0,2.0,,0.0,1,0,1,0,0,1,no
92317508,295000.0,295000.0,Private owner,flat / apartment ,cortadura - zona franca,avenida jose leon de carranza,18.0,80.0,2.0,1.0,,13.0,1,0,1,1,1,1,no
96530200,142000.0,142000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,53.0,1.0,1.0,,2.0,1,0,1,1,0,0,no
96412994,245000.0,245000.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,100.0,3.0,2.0,,2.0,0,0,0,0,0,1,no
96412967,125000.0,125000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,80.0,3.0,1.0,,0.0,1,0,0,0,0,1,no
96412940,180000.0,180000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,75.0,3.0,1.0,,4.0,0,0,0,0,0,1,no
96412847,165000.0,165000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,80.0,3.0,1.0,,7.0,1,0,0,0,0,1,no
96533641,153000.0,153000.0,Professional advertiser,duplex ,la paz - segunda aguada - loreto,unknown,,70.0,1.0,1.0,,,1,0,0,0,0,1,no
90132468,700000.0,700000.0,Professional advertiser,flat / apartment ,playa victoria,unknown,,105.0,5.0,2.0,,7.0,1,1,0,0,1,1,no
88660552,118000.0,118000.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,52.0,1.0,1.0,1995.0,0.0,0,0,0,0,0,0,no
88930534,225000.0,225000.0,Professional advertiser,flat / apartment ,zona san jose - varela,unknown,,93.0,3.0,1.0,1978.0,1.0,1,0,0,1,0,1,no
88209081,151000.0,151000.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,60.0,2.0,1.0,2002.0,0.0,0,0,0,1,0,1,no
91700185,375000.0,375000.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,unknown,,110.0,2.0,2.0,,8.0,1,0,0,1,0,1,no
95211258,165000.0,165000.0,Professional advertiser,flat / apartment ,zona laguna,unknown,,60.0,3.0,1.0,,3.0,0,0,0,1,0,1,no
96087129,245000.0,245000.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,100.0,3.0,2.0,,2.0,1,0,0,1,0,1,no
95622116,390000.0,390000.0,Professional advertiser,flat / apartment ,mentidero - teatro falla - alameda,unknown,,131.0,3.0,2.0,,3.0,1,1,0,1,0,1,no
93767045,145000.0,145000.0,Private owner,flat / apartment ,la paz - segunda aguada - loreto,barbate,7.0,61.0,3.0,1.0,,7.0,1,1,0,0,0,1,no
92351827,720000.0,720000.0,Private owner,flat / apartment ,playa stª mª del mar,avenida fernandez ladreda,1.0,178.0,3.0,2.0,1960.0,2.0,1,0,0,1,0,1,individual
91339291,260000.0,260000.0,Professional advertiser,flat / apartment ,playa victoria,unknown,,98.0,3.0,2.0,,1.0,0,0,0,0,0,1,individual
29167868,135000.0,135000.0,Private owner,flat / apartment ,la caleta - la vina,calle san jose,67.0,80.0,2.0,1.0,,0.0,0,0,0,1,0,1,no
96457786,110000.0,110000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,65.0,2.0,1.0,1970.0,0.0,0,0,0,0,0,1,no
96457785,245000.0,245000.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,105.0,3.0,2.0,1987.0,2.0,1,0,0,0,0,0,no
96457771,165000.0,165000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,65.0,3.0,1.0,1980.0,7.0,1,0,0,0,0,0,no
96457765,129000.0,129000.0,Professional advertiser,flat / apartment ,ayuntamiento - catedral,unknown,,70.0,1.0,1.0,1990.0,0.0,0,0,0,0,0,0,no
96451998,145000.0,145000.0,Professional advertiser,flat / apartment ,la paz - segunda aguada - loreto,unknown,,70.0,2.0,1.0,1990.0,3.0,1,0,0,1,0,1,no
91339196,220000.0,220000.0,Professional advertiser,flat / apartment ,zona san jose - varela,unknown,,80.0,3.0,1.0,,1.0,1,0,0,1,0,0,no
91339263,135000.0,135000.0,Professional advertiser,flat / apartment ,la caleta - la vina,unknown,,56.0,2.0,1.0,,,0,0,0,1,0,1,no
91339260,138000.0,138000.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,unknown,,59.0,2.0,1.0,,1.0,0,0,0,0,0,0,no
96507578,250000.0,250000.0,Private owner,flat / apartment ,zona san jose - varela,unknown,,110.0,3.0,2.0,,2.0,0,1,1,0,1,1,no
96457824,82200.0,82200.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,unknown,,60.0,2.0,1.0,1980.0,0.0,0,0,0,0,0,0,no
96457800,141500.0,141500.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,unknown,,55.0,3.0,1.0,1888.0,4.0,0,0,0,0,0,0,no
96457811,143000.0,143000.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,unknown,,76.0,2.0,1.0,1988.0,0.0,0,0,0,0,0,0,no
92799565,320000.0,320000.0,Professional advertiser,flat / apartment ,playa victoria,unknown,,102.0,3.0,2.0,,4.0,1,0,0,1,1,1,no
91339301,122000.0,122000.0,Professional advertiser,flat / apartment ,mentidero - teatro falla - alameda,unknown,,70.0,2.0,1.0,,2.0,0,0,1,1,0,0,no
96457814,82500.0,82500.0,Professional advertiser,flat / apartment ,mentidero - teatro falla - alameda,unknown,,45.0,2.0,1.0,1970.0,3.0,0,0,0,0,0,0,no
96457822,260000.0,260000.0,Professional advertiser,flat / apartment ,zona san jose - varela,unknown,,127.0,4.0,2.0,1968.0,3.0,0,0,0,0,0,0,no
96457797,277000.0,277000.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,unknown,,145.0,3.0,2.0,1980.0,1.0,1,0,0,0,0,0,no
96593107,169900.0,169900.0,Private owner,penthouse ,centro historico - plaza espana,unknown,,75.0,1.0,1.0,,4.0,0,0,0,0,1,1,no
96908181,199000.0,199000.0,Private owner,flat / apartment ,zona san jose - varela,calle salvador del mundo,1.0,75.0,3.0,1.0,,3.0,1,0,0,0,0,1,no
96777707,185000.0,185000.0,Professional advertiser,flat / apartment ,mentidero - teatro falla - alameda,bendicion de dios,,90.0,3.0,1.0,,1.0,0,1,0,1,0,1,no
95589568,120000.0,120000.0,Professional advertiser,flat / apartment ,la caleta - la vina,cruz,,80.0,3.0,1.0,,1.0,0,0,0,0,0,1,no
88799157,180000.0,180000.0,Professional advertiser,flat / apartment ,centro historico - plaza espana,torre,,190.0,7.0,1.0,,0.0,0,0,0,0,1,1,no
96682342,400000.0,400000.0,Private owner,flat / apartment ,playa victoria,avenida andalucia,74.0,120.0,4.0,2.0,,4.0,1,0,0,0,1,1,no
93179738,125000.0,125000.0,Private owner,flat / apartment ,la paz - segunda aguada - loreto,calle sor cristina lopez garcia,1.0,58.0,2.0,1.0,,0.0,1,0,0,0,0,1,no
36893244,230000.0,230000.0,Private owner,flat / apartment ,la paz - segunda aguada - loreto,calle infante de orleans,2.0,97.0,3.0,1.0,,5.0,1,0,0,0,0,1,no
35534924,544000.0,544000.0,,penthouse ,ayuntamiento - catedral,calle posadilla,6.0,525.0,10.0,5.0,,2.0,0,0,0,0,1,1,no
94663136,190000.0,190000.0,Private owner,flat / apartment ,centro historico - plaza espana,calle villalobos,12.0,59.0,2.0,1.0,1999.0,1.0,0,0,1,0,0,1,no
94329595,129000.0,129000.0,Private owner,flat / apartment ,ayuntamiento - catedral,plaza de las canastas,8.0,70.0,1.0,1.0,,0.0,0,0,0,0,0,0,no
90861877,180000.0,180000.0,Private owner,studio flat ,la paz - segunda aguada - loreto,avenida san severiano,15.0,70.0,0.0,1.0,,0.0,1,0,1,0,0,1,no
93269868,195000.0,195000.0,Private owner,flat / apartment ,la paz - segunda aguada - loreto,avenida de la sanidad publica,5.0,90.0,3.0,1.0,,1.0,1,0,0,0,0,1,no
93917668,475000.0,475000.0,Private owner,duplex ,centro historico - plaza espana,plaza arguelles,6.0,198.0,4.0,2.0,,2.0,1,1,1,0,0,1,no
90524637,150000.0,150000.0,Private owner,studio flat ,la paz - segunda aguada - loreto,calle veracruz,1.0,70.0,0.0,1.0,2007.0,0.0,1,0,1,0,0,1,individual
95043989,127000.0,127000.0,Private owner,flat / apartment ,la paz - segunda aguada - loreto,avenida lacave,3.0,82.0,4.0,1.0,,0.0,1,0,0,0,0,1,no
94662655,165000.0,165000.0,Private owner,flat / apartment ,la paz - segunda aguada - loreto,calle san mateo,1.0,89.0,3.0,1.0,,7.0,1,0,1,0,1,1,no
93379315,106000.0,106000.0,Private owner,penthouse ,la caleta - la vina,calle lubet,2.0,40.0,1.0,1.0,,3.0,0,0,1,0,1,1,no
1673585,211500.0,211500.0,Private owner,flat / apartment ,la caleta - la vina,calle trinidad,10.0,85.0,2.0,2.0,,1.0,0,0,0,1,0,1,no
93420751,134000.0,134000.0,Private owner,flat / apartment ,la paz - segunda aguada - loreto,barbate,1.0,78.0,3.0,1.0,,6.0,1,0,0,0,0,1,no
27214887,270000.0,270000.0,Private owner,flat / apartment ,zona san jose - varela,calle garcia carrera,9.0,110.0,3.0,2.0,,1.0,1,0,1,1,1,1,no
93671182,325000.0,325000.0,Private owner,flat / apartment ,zona laguna,avenida marconi,4.0,127.0,4.0,2.0,,3.0,1,1,0,1,1,1,no
28655785,270000.0,270000.0,Private owner,studio flat ,mentidero - teatro falla - alameda,calle vea murguia,40.0,250.0,0.0,0.0,,0.0,0,0,0,0,0,1,no
94548369,198000.0,198000.0,Private owner,flat / apartment ,zona laguna,calle sorolla,21.0,60.0,3.0,1.0,,0.0,1,0,0,0,1,1,no
94173357,300000.0,300000.0,Private owner,flat / apartment ,centro historico - plaza espana,calle ruiz de bustamante,3.0,110.0,3.0,2.0,,3.0,1,0,1,1,0,1,no
93977763,320000.0,320000.0,Private owner,flat / apartment ,centro historico - plaza espana,calle san pedro,20.0,320.0,4.0,2.0,,1.0,0,0,0,0,0,1,no
29024186,550000.0,550000.0,Private owner,flat / apartment ,mentidero - teatro falla - alameda,calle antonio lopez,12.0,288.0,5.0,3.0,,3.0,1,0,1,0,0,1,no
