house_id,tittle,city,price_act,price_first,details_1_desc,details_2_desc,details_3_desc,advertiser
94283285,Flat / apartment for sale in Zona Bahía Blanca,Cadiz,"750,000","750,000","['262 m² built', '6 bedrooms', '4 bathrooms', 'Terrace', 'Balcony', 'Additional parking space for € 35,000', 'Second hand/good condition', 'Fitted wardrobes', 'Orientation South, East', 'Built in 1973', 'Individual heating', '10th floor exterior', 'with lift']","['Air conditioning', 'en trámite']",[],Professional advertiser
89113690,Duplex for sale in Mentidero - Teatro Falla - Alameda,Cadiz,"575,000","575,000","['135 m² built', '3 bedrooms', '3 bathrooms', 'Terrace', 'Parking space included in the price', 'Second hand/good condition', 'Fitted wardrobes', 'Storeroom', 'Built in 1998', 'Individual heating: Air conditioning/Heat pump', '2nd floor exterior', 'no lift']",['en trámite'],[],Professional advertiser
95291210,Flat / apartment for sale in Mentidero - Teatro Falla - Alameda,Cadiz,"320,000","320,000","['190 m² built', '8 bedrooms', '3 bathrooms', 'Second hand/good condition', 'Orientation North, West', 'Built in 1888', 'No heating', '1st floor exterior', 'no lift']",['en trámite'],[],Professional advertiser
96746079,"Flat / apartment for sale in Urb. alameda apodaca, Mentidero - Teatro Falla - Alameda",Cadiz,"390,000","390,000","['131 m² built, 117 m² floor area', '3 bedrooms', '2 bathrooms', 'Balcony', 'Second hand/good condition', 'Fitted wardrobes', 'Storeroom', 'Orientation South', 'Built in 1796', 'No heating', '3rd floor exterior', 'with lift']","['Air conditioning', 'en trámite']",[],Professional advertiser
96622572,"Flat / apartment for sale in Urb. Playa Santa María del Mar, Playa Stª Mª del Mar",Cadiz,"720,000","720,000","['168 m² built, 167 m² floor area', '3 bedrooms', '2 bathrooms', 'Second hand/good condition', 'Fitted wardrobes', 'Orientation South', 'Individual heating: Natural gas', '2nd floor exterior', 'with lift']",['en trámite'],[],Professional advertiser
94971680,Flat / apartment for sale in Centro Histórico - Plaza España,Cadiz,"327,500","327,500","['198 m² built', '4 bedrooms', '2 bathrooms', 'Balcony', 'Second hand/good condition', 'Fitted wardrobes', 'Orientation South, East', 'Built in 2003', 'Individual heating', '1st floor exterior', 'with lift']","['Air conditioning', 'Consumo: \n100 kWh/m² year', 'Emisiones: \n100 kg CO2/m² year']",[],Professional advertiser
84849222,Flat / apartment for sale in Playa Stª Mª del Mar,Cadiz,"375,000","375,000","['138 m² built', '4 bedrooms', '2 bathrooms', 'Terrace', 'Second hand/good condition', 'Fitted wardrobes', 'Built in 1982', 'Individual heating', '1st floor exterior', 'with lift']",['en trámite'],[],Professional advertiser
84635808,Flat / apartment for sale in Centro Histórico - Plaza España,Cadiz,"615,000","615,000","['296 m² built', '7 bedrooms', '3 bathrooms', 'Second hand/good condition', 'Fitted wardrobes', 'Built in 1888', '2nd floor exterior', 'no lift']",['en trámite'],[],Professional advertiser
95854107,Flat / apartment for sale in calle Obispo Urquinaona,"La Caleta - La Viña, Cadiz","170,000","170,000","['117 m² built, 101 m² floor area', '2 bedrooms', '2 bathrooms', 'Balcony', 'Second hand/good condition', 'Fitted wardrobes', 'Storeroom', 'Built in 2021', 'No heating', 'Ground floor interior', 'with lift']","['Air conditioning', 'inmueble exento']",[],Professional advertiser
93809726,Flat / apartment for sale in Playa Victoria,Cadiz,"355,000","355,000","['128 m² built, 110 m² floor area', '3 bedrooms', '2 bathrooms', 'Terrace', 'Second hand/good condition', 'Built in 1969', 'No heating', '2nd floor', 'with lift']",['en trámite'],[],Professional advertiser
90828765,Flat / apartment for sale in Centro Histórico - Plaza España,Cadiz,"165,000","165,000","['50 m² built, 37 m² floor area', '1 bedroom', '1 bathroom', 'Balcony', 'Second hand/good condition', 'Fitted wardrobes', 'Built in 2009', 'Central heating', 'Access adapted for persons with reduced mobility', 'Home suitable for persons with reduced mobility', '1st floor exterior', 'with lift']","['Air conditioning', 'inmueble exento']",[],Professional advertiser
85504149,Duplex for sale in Centro Histórico - Plaza España,Cadiz,"425,000","425,000","['142 m² built, 108 m² floor area', '4 bedrooms', '3 bathrooms', 'Terrace', 'Second hand/good condition', 'No heating', '3rd floor exterior', 'with lift']","['Air conditioning', 'en trámite']",[],Professional advertiser
96937615,Flat / apartment for sale in Zona San José - Varela,Cadiz,"160,000","160,000","['71 m² built, 68 m² floor area', '3 bedrooms', '1 bathroom', 'Parking space included in the price', 'Second hand/good condition', 'Fitted wardrobes', 'Built in 1965', 'No heating', '2nd floor', 'no lift']",['en trámite'],[],Professional advertiser
96937735,Flat / apartment for sale in paseo de la Alameda Apodaca NN,"Centro Histórico - Plaza España, Cadiz","135,000","135,000","['75 m² built, 70 m² floor area', '3 bedrooms', '1 bathroom', 'Balcony', 'Second hand/good condition', '2nd floor exterior', 'no lift']",['inmueble exento'],[],Professional advertiser
96936616,Flat / apartment for sale in calle Navas,"Mentidero - Teatro Falla - Alameda, Cadiz","155,693","155,693","['82 m² built, 70 m² floor area', '3 bedrooms', '1 bathroom', 'Second hand/good condition', 'No heating', 'Ground floor', 'no lift']",['no indicado'],[],Professional advertiser
96506475,Flat / apartment for sale in Mentidero - Teatro Falla - Alameda,Cadiz,"255,000","255,000","['110 m² built, 95 m² floor area', '2 bedrooms', '1 bathroom', 'Second hand/good condition', 'Orientation East', 'Built in 1888', 'No heating', '3rd floor exterior', 'no lift']",['inmueble exento'],[],Professional advertiser
96019364,Flat / apartment for sale in Zona San José - Varela,Cadiz,"265,000","265,000","['103 m² built', '3 bedrooms', '1 bathroom', 'Terrace', 'Second hand/good condition', 'Fitted wardrobes', 'Storeroom', '1st floor exterior', 'with lift']",['Consumo:'],[],Professional advertiser
87441736,Duplex for sale in Centro Histórico - Plaza España,Cadiz,"310,000","310,000","['110 m² built', '2 bedrooms', '2 bathrooms', 'Terrace', 'Balcony', 'Second hand/good condition', 'Fitted wardrobes', 'Storeroom', '4th floor exterior', 'no lift']","['Air conditioning', 'Consumo:']",[],Professional advertiser
94722449,Flat / apartment for sale in Playa Victoria,Cadiz,"360,000","360,000","['150 m² built, 142 m² floor area', '4 bedrooms', '2 bathrooms', 'Terrace', 'Second hand/good condition', 'Fitted wardrobes', 'No heating', '1st floor', 'with lift']","['Air conditioning', 'no indicado']",[],Professional advertiser
91166990,Flat / apartment for sale in Playa Victoria,Cadiz,"950,000","950,000","['200 m² built', '3 bedrooms', '2 bathrooms', 'Terrace', 'Parking space included in the price', 'Second hand/good condition', 'Fitted wardrobes', '13th floor exterior', 'with lift']","['Air conditioning', 'Consumo:']",[],Professional advertiser
96759800,Duplex for sale in Zona San José - Varela,Cadiz,"330,000","330,000","['117 m² built', '4 bedrooms', '2 bathrooms', 'Parking space included in the price', 'Second hand/good condition', 'Fitted wardrobes', '1st floor exterior', 'no lift']",['en trámite'],[],Professional advertiser
96942354,Flat / apartment for sale in Zona San José - Varela,Cadiz,"185,000","185,000","['60 m² built, 42 m² floor area', '1 bedroom', '1 bathroom', 'Second hand/good condition', 'Fitted wardrobes', 'Built in 1997', 'No heating', 'Mezzanine exterior', 'with lift']",['en trámite'],[],Professional advertiser
96130057,Flat / apartment for sale in Zona San José - Varela,Cadiz,"360,000","360,000","['139 m² built', '4 bedrooms', '2 bathrooms', 'Terrace', 'Second hand/good condition', 'Fitted wardrobes', 'No heating', '3rd floor', 'with lift']","['Air conditioning', 'Consumo: \n62 kWh/m² year']",[],Professional advertiser
96505732,Flat / apartment for sale in Centro Histórico - Plaza España,Cadiz,"399,000","399,000","['143 m² built', '4 bedrooms', '3 bathrooms', 'Balcony', 'Second hand/good condition', '2nd floor exterior', 'no lift']",['en trámite'],[],Professional advertiser
95336377,Flat / apartment for sale in Playa Victoria,Cadiz,"670,000","670,000","['185 m² built', '4 bedrooms', '3 bathrooms', 'Terrace', 'Parking space included in the price', 'Second hand/good condition', 'Fitted wardrobes', 'Orientation West', 'Access adapted for persons with reduced mobility', '5th floor exterior', 'with lift']","['Air conditioning', 'en trámite']",[],Professional advertiser
94977896,Flat / apartment for sale in Playa Victoria,Cadiz,"360,000","360,000","['149 m² built', '4 bedrooms', '2 bathrooms', 'Second hand/good condition', 'Fitted wardrobes', 'Orientation South', '1st floor exterior', 'with lift']","['Air conditioning', 'en trámite']",[],Professional advertiser
94452035,Flat / apartment for sale in Mentidero - Teatro Falla - Alameda,Cadiz,"190,000","190,000","['155 m² built, 145 m² floor area', '4 bedrooms', '2 bathrooms', 'Second hand/good condition', 'Fitted wardrobes', 'Ground floor exterior', 'no lift']",['en trámite'],[],Professional advertiser
96936389,Flat / apartment for sale in Ayuntamiento - Catedral,Cadiz,"184,685","184,685","['55 m² built, 40 m² floor area', '2 bedrooms', '1 bathroom', 'Second hand/good condition', 'Built in 1995', 'No heating', '1st floor interior', 'with lift']",['no indicado'],[],Professional advertiser
96936404,Flat / apartment for sale in Ayuntamiento - Catedral,Cadiz,"199,280","199,280","['59 m² built, 40 m² floor area', '2 bedrooms', '1 bathroom', 'Balcony', 'Second hand/good condition', 'Built in 1995', 'No heating', 'Ground floor', 'with lift']",['en trámite'],[],Professional advertiser
88567505,Flat / apartment for sale in Cortadura - Zona Franca,Cadiz,"1,300,000","1,300,000","['450 m² built', '7 bedrooms', '9 bathrooms', 'Terrace', 'Second hand/good condition', 'Fitted wardrobes', 'Built in 2020', 'Individual heating', 'Access adapted for persons with reduced mobility', 'Home suitable for persons with reduced mobility', '2nd floor exterior', 'with lift']","['Air conditioning', 'Consumo:']",[],Professional advertiser
87756256,Flat / apartment for sale in Playa Stª Mª del Mar,Cadiz,"365,000","365,000","['138 m² built', '4 bedrooms', '2 bathrooms', 'Terrace', 'Second hand/good condition', 'Fitted wardrobes', 'Built in 1982', 'Individual heating', '1st floor exterior', 'with lift']",['en trámite'],[],Professional advertiser
96005986,Flat / apartment for sale in Centro Histórico - Plaza España,Cadiz,"168,000","168,000","['60 m² built', '2 bedrooms', '1 bathroom', 'Balcony', 'Second hand/good condition', 'Ground floor exterior', 'no lift']",['Consumo:'],[],Professional advertiser
93295412,Flat / apartment for sale in Ayuntamiento - Catedral,Cadiz,"179,000","179,000","['80 m² built', '3 bedrooms', '1 bathroom', 'Second hand/good condition', 'Built in 1959', 'No heating', '1st floor', 'no lift']",['Consumo: \n110 kWh/m² year'],[],Professional advertiser
96925185,Flat / apartment for sale in Av. Andalucía,"Playa Victoria, Cadiz","398,750","398,750","['190 m² built', '5 bedrooms', '2 bathrooms', 'Terrace', 'Second hand/good condition', 'Fitted wardrobes', '7th floor exterior', 'with lift']",['Consumo:'],[],Professional advertiser
96939616,Flat / apartment for sale in La Caleta - La Viña,Cadiz,"198,000","198,000","['85 m² built, 80 m² floor area', '2 bedrooms', '1 bathroom', 'Balcony', 'Second hand/good condition', '1st floor exterior', 'no lift']",['en trámite'],[],Professional advertiser
96929116,Flat / apartment for sale in Cortadura - Zona Franca,Cadiz,"400,000","400,000","['109 m² built, 100 m² floor area', '3 bedrooms', '2 bathrooms', 'Second hand/good condition', 'Fitted wardrobes', 'Orientation West', '5th floor exterior', 'with lift']",['en trámite'],[],Professional advertiser
96225661,Flat / apartment for sale in La Caleta - La Viña,Cadiz,"100,000","100,000","['39 m² built', '1 bedroom', '1 bathroom', 'Second hand/good condition', 'Fitted wardrobes', 'Built in 1995', 'No heating', 'Ground floor interior', 'no lift']",['Consumo:'],[],Professional advertiser
96514656,Penthouse for sale in La Caleta - La Viña,Cadiz,"104,000","104,000","['37 m² built, 35 m² floor area', '1 bedroom', '1 bathroom', 'Second hand/good condition', 'Built in 1888', 'No heating', '3rd floor', 'no lift']",['inmueble exento'],[],Professional advertiser
96928413,Flat / apartment for sale in Cortadura - Zona Franca,Cadiz,"288,000","288,000","['90 m² built, 85 m² floor area', '3 bedrooms', '1 bathroom', 'Second hand/good condition', 'Built in 1985', 'No heating', '13th floor', 'with lift']",['Consumo:'],[],Professional advertiser
96928420,Flat / apartment for sale in La Paz - Segunda Aguada - Loreto,Cadiz,"250,000","250,000","['113 m² built, 100 m² floor area', '4 bedrooms', '2 bathrooms', 'Second hand/good condition', 'Orientation North, South', 'Built in 1983', 'Individual heating: Natural gas', '2nd floor exterior', 'with lift']",['Consumo: \n21 kWh/m² year'],[],Professional advertiser
96926657,Flat / apartment for sale in calle Carraca,"La Paz - Segunda Aguada - Loreto, Cadiz","200,000","200,000","['70 m² built', '2 bedrooms', '1 bathroom', 'Second hand/good condition', 'Built in 1900', 'No heating', 'Ground floor', 'no lift']",['no indicado'],[],Professional advertiser
96935098,Flat / apartment for sale in Playa Victoria,Cadiz,"250,000","250,000","['60 m² built, 50 m² floor area', '1 bedroom', '1 bathroom', 'Terrace', 'Second hand/good condition', 'Fitted wardrobes', 'Orientation South', 'Built in 1977', 'Central heating', '12th floor', 'with lift']","['Air conditioning', 'en trámite']",[],Professional advertiser
96941465,Flat / apartment for sale in Cortadura - Zona Franca,Cadiz,"400,000","400,000","['109 m² built', '3 bedrooms', '2 bathrooms', 'Terrace', 'Balcony', 'Second hand/good condition', 'Fitted wardrobes', 'Orientation South, West', '5th floor exterior', 'with lift']",['en trámite'],[],Professional advertiser
96933641,Flat / apartment for sale in Mentidero - Teatro Falla - Alameda,Cadiz,"170,000","170,000","['60 m² built, 55 m² floor area', '2 bedrooms', '1 bathroom', 'Second hand/good condition', 'Orientation East', 'Individual heating: Electric', '1st floor', 'no lift']",['no indicado'],[],Professional advertiser
96941175,Penthouse for sale in La Caleta - La Viña,Cadiz,"325,000","325,000","['105 m² built', '2 bedrooms', '2 bathrooms', 'Terrace', 'Second hand/good condition', 'Fitted wardrobes', '1st floor exterior', 'with lift']","['Air conditioning', 'en trámite']",[],Professional advertiser
96920847,"Penthouse for sale in calle Sacramento, 16","Centro Histórico - Plaza España, Cadiz","625,000","625,000","['156 m² built', '3 bedrooms', '1 bathroom', 'Terrace', 'Second hand/good condition', 'Fitted wardrobes', 'Orientation South', '3rd floor exterior', 'with lift']","['Air conditioning', 'Consumo:', 'Emisiones:']",[],Private owner
96921437,Flat / apartment for sale in calle Manuel Rancés,"Mentidero - Teatro Falla - Alameda, Cadiz","190,000","190,000","['118 m² built', '4 bedrooms', '1 bathroom', 'Second hand/good condition', 'Fitted wardrobes', 'Storeroom', 'Orientation North, East', 'Built in 1888', '3rd floor exterior', 'no lift']",['Consumo: \n144 kWh/m² year'],[],Professional advertiser
90182247,Flat / apartment for sale in calle Fernández Ballesteros,"Playa Victoria, Cadiz","699,000","699,000","['233 m² built, 205 m² floor area', '5 bedrooms', '3 bathrooms', 'Terrace', 'Parking space included in the price', 'Second hand/good condition', 'Fitted wardrobes', 'Storeroom', 'Built in 1976', '1st floor exterior', 'with lift']","['Air conditioning', 'Consumo: \n999 kWh/m² year']",[],Professional advertiser
96941495,Flat / apartment for sale in Cortadura - Zona Franca,Cadiz,"220,000","220,000","['90 m² built', '4 bedrooms', '2 bathrooms', 'Second hand/good condition', '1st floor interior', 'no lift']",['en trámite'],[],Professional advertiser
96243461,Flat / apartment for sale in Zona Laguna,Cadiz,"365,000","
390,000 €
","['139 m² built, 129 m² floor area', '5 bedrooms', '2 bathrooms', 'Second hand/good condition', 'Fitted wardrobes', 'Built in 1980', 'Access adapted for persons with reduced mobility', 'Ground floor exterior', 'with lift']","['Air conditioning', 'Consumo: \n999 kWh/m² year']",[],Professional advertiser
96934215,Flat / apartment for sale in La Caleta - La Viña,Cadiz,"170,000","170,000","['120 m² built, 105 m² floor area', '3 bedrooms', '1 bathroom', 'Balcony', 'Second hand/good condition', '1st floor exterior', 'no lift']",['en trámite'],[],Professional advertiser
96747437,Flat / apartment for sale in Playa Victoria,Cadiz,"495,000","495,000","['150 m² built, 141 m² floor area', '5 bedrooms', '2 bathrooms', 'Terrace', 'Second hand/good condition', 'Fitted wardrobes', 'Built in 1968', '3rd floor exterior', 'with lift']",['Consumo: \n999 kWh/m² year'],[],Professional advertiser
96655860,Flat / apartment for sale in Playa Victoria,Cadiz,"520,000","520,000","['166 m² built, 147 m² floor area', '4 bedrooms', '2 bathrooms', 'Terrace', 'Second hand/good condition', 'Fitted wardrobes', 'Storeroom', 'Built in 1964', '5th floor exterior', 'with lift']","['Air conditioning', 'Consumo: \n999 kWh/m² year']",[],Professional advertiser
96646966,Flat / apartment for sale in Centro Histórico - Plaza España,Cadiz,"165,000","165,000","['88 m² built, 82 m² floor area', '3 bedrooms', '2 bathrooms', 'Second hand/good condition', 'Built in 1888', '3rd floor exterior', 'no lift']",['Consumo: \n999 kWh/m² year'],[],Professional advertiser
96926680,Flat / apartment for sale in calle Barquillas de Lope,"La Caleta - La Viña, Cadiz","74,000","74,000","['43 m² built', '1 bedroom', '1 bathroom', 'Second hand/needs renovating', 'Built in 1995', 'No heating', 'Ground floor', 'no lift']",['inmueble exento'],[],Professional advertiser
96869562,Flat / apartment for sale in Calle Robles,"La Caleta - La Viña, Cadiz","412,000","412,000","['137 m² built, 81 m² floor area', '3 bedrooms', '2 bathrooms', 'New housing development']",['no indicado'],[],Professional advertiser
96797344,Duplex for sale in calle Adolfo de Castro,"Mentidero - Teatro Falla - Alameda, Cadiz","107,000","107,000","['62 m² built', '1 bedroom', '1 bathroom', 'Second hand/good condition', 'no lift']",['Consumo: \n140 kWh/m² year'],[],Professional advertiser
96890396,Flat / apartment for sale in Zona Laguna,Cadiz,"280,000","280,000","['104 m² built, 82 m² floor area', '4 bedrooms', '2 bathrooms', 'Terrace', 'Second hand/good condition', 'Fitted wardrobes', 'Orientation North, West', 'Built in 1971', 'No heating', 'Access adapted for persons with reduced mobility', '5th floor exterior', 'with lift']",['Consumo: \n90 kWh/m² year'],[],Professional advertiser
90451803,Flat / apartment for sale in calle Santiago,"Centro Histórico - Plaza España, Cadiz","189,000","
198,000 €
","['86 m² built', '2 bedrooms', '1 bathroom', 'Second hand/good condition', 'Fitted wardrobes', 'Orientation South, East', 'Built in 1858', 'Individual heating', '3rd floor exterior', 'no lift']",['Consumo: \n142 kWh/m² year'],[],Professional advertiser
95809864,Flat / apartment for sale in Zona Bahía Blanca,Cadiz,"475,000","475,000","['237 m² built, 225 m² floor area', '4 bedrooms', '3 bathrooms', 'Second hand/good condition', 'Fitted wardrobes', 'Built in 1967', '2nd floor exterior', 'with lift']",['Consumo: \n999 kWh/m² year'],[],Professional advertiser
95690468,"Penthouse for sale in calle Conde de O'Reilly, 4","Centro Histórico - Plaza España, Cadiz","860,000","860,000","['120 m² built, 96 m² floor area', '2 bedrooms', '3 bathrooms', 'Terrace', 'Balcony', 'Second hand/good condition', 'Storeroom', 'Orientation South, East', 'Built in 2021', 'Central heating', 'Access adapted for persons with reduced mobility', '3rd floor exterior', 'with lift']","['Air conditioning', 'Consumo: \n42,58 kWh/m² year', 'Emisiones: \n7,36 kg CO2/m² year']",[],Professional advertiser
96936048,Flat / apartment for sale in Mentidero - Teatro Falla - Alameda,Cadiz,"149,000","149,000","['70 m² built, 60 m² floor area', '2 bedrooms', '1 bathroom', 'Second hand/good condition', 'Built in 2010', 'No heating', 'Ground floor exterior', 'no lift']","['Air conditioning', 'en trámite']",[],Professional advertiser
96896779,Flat / apartment for sale in La Caleta - La Viña,Cadiz,"330,000","330,000","['169 m² built, 159 m² floor area', '7 bedrooms', '3 bathrooms', 'Terrace', 'Parking space included in the price', 'Second hand/needs renovating', 'Built in 1968', 'No heating', '1st floor exterior', 'with lift']",['en trámite'],[],Professional advertiser
93866195,"Duplex for sale in calle Ancha, 19","Centro Histórico - Plaza España, Cadiz","299,000","299,000","['77 m² built', '3 bedrooms', '2 bathrooms', 'Terrace', 'New housing development', 'interior', 'with lift']",['no indicado'],[],Professional advertiser
96399037,"Duplex for sale in calle Ancha, 19","Centro Histórico - Plaza España, Cadiz","289,000","289,000","['74 m² built', '2 bedrooms', '2 bathrooms', 'Terrace', 'New housing development', 'interior', 'with lift']",['no indicado'],[],Professional advertiser
96399023,"Studio flat for sale in calle Ancha, 19","Centro Histórico - Plaza España, Cadiz","190,000","190,000","['54 m² built', '1 bedroom', '1 bathroom', 'Terrace', 'New housing development', '2nd floor interior', 'with lift']",['no indicado'],[],Professional advertiser
96399095,"Studio flat for sale in calle Ancha, 19","Centro Histórico - Plaza España, Cadiz","189,000","189,000","['72 m² built', '1 bedroom', '1 bathroom', 'New housing development', 'interior', 'with lift']",['no indicado'],[],Professional advertiser
96922183,"Flat / apartment for sale in paseo Marítimo, 29","Cortadura - Zona Franca, Cadiz","400,000","400,000","['109 m² built, 100 m² floor area', '3 bedrooms', '2 bathrooms', 'Balcony', 'Second hand/good condition', 'Fitted wardrobes', '5th floor exterior', 'with lift']",['en trámite'],[],Private owner
96809710,Flat / apartment for sale in Zona Bahía Blanca,Cadiz,"470,000","470,000","['164 m² built, 150 m² floor area', '4 bedrooms', '2 bathrooms', 'Terrace', 'Second hand/good condition', 'Fitted wardrobes', 'Storeroom', 'Orientation South, West', 'Built in 1967', 'No heating', 'Access adapted for persons with reduced mobility', '4th floor exterior', 'with lift']",['Consumo: \n168 kWh/m² year'],[],Professional advertiser
96938947,Flat / apartment for sale in La Paz - Segunda Aguada - Loreto,Cadiz,"125,000","125,000","['67 m² built, 60 m² floor area', '3 bedrooms', '1 bathroom', 'Second hand/good condition', 'Ground floor exterior', 'with lift']",['en trámite'],[],Professional advertiser
96920978,"Flat / apartment for sale in calle Sacramento, 16","Centro Histórico - Plaza España, Cadiz","350,000","350,000","['105 m² built, 104 m² floor area', '3 bedrooms', '2 bathrooms', 'Balcony', 'Second hand/good condition', 'Fitted wardrobes', '1st floor exterior', 'with lift']","['Air conditioning', 'Consumo:', 'Emisiones:']",[],Private owner
96882088,Flat / apartment for sale in Zona Bahía Blanca,Cadiz,"680,000","680,000","['230 m² built', '5 bedrooms', '3 bathrooms', 'Terrace', 'Additional parking space for € 35,000', 'Second hand/good condition', 'Fitted wardrobes', '7th floor exterior', 'with lift']","['Air conditioning', 'en trámite']",[],Professional advertiser
93457918,Penthouse for sale in calle Carraca,"La Paz - Segunda Aguada - Loreto, Cadiz","200,000","
206,000 €
","['60 m² built, 58 m² floor area', '2 bedrooms', '1 bathroom', 'Terrace', 'Second hand/good condition', 'Fitted wardrobes', 'Built in 2008', 'No heating', 'Access adapted for persons with reduced mobility', '3rd floor exterior', 'with lift']",['en trámite'],[],Professional advertiser
96603191,Flat / apartment for sale in calle Ahumada,"Mentidero - Teatro Falla - Alameda, Cadiz","950,000","950,000","['311 m² built', '5 bedrooms', '5 bathrooms', 'Terrace', 'Balcony', 'Parking space included in the price', 'Second hand/good condition', 'Fitted wardrobes', 'Storeroom', 'Orientation North, East', 'Built in 1965', 'Individual heating: Natural gas', '5th floor exterior', 'with lift']",['en trámite'],[],Professional advertiser
39864695,Flat / apartment for sale in avenida Duque de Nájera,"La Caleta - La Viña, Cadiz","330,000","330,000","['155 m² built', '5 bedrooms', '3 bathrooms', 'Terrace', 'Second hand/needs renovating', 'Fitted wardrobes', '1st floor exterior', 'with lift']",['en trámite'],[],Professional advertiser
95550013,Flat / apartment for sale in plaza Asdrúbal,"Playa Victoria, Cadiz","410,000","410,000","['154 m² built', '4 bedrooms', '2 bathrooms', 'Terrace', 'Second hand/good condition', 'Fitted wardrobes', '5th floor exterior', 'with lift']",['en trámite'],[],Professional advertiser
93866253,"Flat / apartment for sale in calle Ancha, 19","Centro Histórico - Plaza España, Cadiz","250,000","250,000","['72 m² built', '2 bedrooms', '1 bathroom', 'Terrace', 'New housing development', 'interior', 'with lift']",['no indicado'],[],Professional advertiser
96387256,Flat / apartment for sale in plaza Viudas,"Mentidero - Teatro Falla - Alameda, Cadiz","259,000","259,000","['102 m² built', '3 bedrooms', '2 bathrooms', 'Terrace', 'Second hand/good condition', 'Fitted wardrobes', 'Orientation North', 'Built in 1961', '1st floor exterior', 'with lift']","['Air conditioning', 'Consumo:']",[],Professional advertiser
96325664,Flat / apartment for sale in calle Rafael Picardo O'Leary,"La Paz - Segunda Aguada - Loreto, Cadiz","180,000","180,000","['67 m² built', '3 bedrooms', '1 bathroom', 'Second hand/good condition', 'Orientation South, East', 'Built in 1968', '4th floor exterior', 'with lift']",['Consumo: \n129 kWh/m² year'],[],Professional advertiser
95664550,Flat / apartment for sale in avenida San Severiano,"La Paz - Segunda Aguada - Loreto, Cadiz","320,000","320,000","['139 m² built', '3 bedrooms', '2 bathrooms', 'Terrace', 'Second hand/good condition', 'Fitted wardrobes', 'Orientation South, West', 'Built in 2016', '3rd floor exterior', 'with lift']","['Air conditioning', 'Consumo: \n61 kWh/m² year']",[],Professional advertiser
94466439,Flat / apartment for sale in avenida Fernández Ladreda,"Playa Stª Mª del Mar, Cadiz","720,000","720,000","['167 m² built', '3 bedrooms', '1 bathroom', 'Terrace', 'Second hand/good condition', 'Fitted wardrobes', 'Orientation South, West', 'Built in 1961', 'Individual heating', '2nd floor exterior', 'with lift']",['Consumo:'],[],Professional advertiser
93457664,Flat / apartment for sale in calle Santo Domingo,"Ayuntamiento - Catedral, Cadiz","128,750","
155,450 €
","['58 m² built, 50 m² floor area', '1 bedroom', '1 bathroom', 'Second hand/good condition', 'Built in 2000', 'No heating', 'Ground floor', 'no lift']",['en trámite'],[],Professional advertiser
90574800,Flat / apartment for sale in Santiago,"Centro Histórico - Plaza España, Cadiz","189,000","
198,000 €
","['86 m² built', '2 bedrooms', '1 bathroom', 'Balcony', 'Second hand/good condition', 'Fitted wardrobes', 'Orientation South, East', 'Built in 1858', 'Individual heating: Electric', '3rd floor exterior', 'no lift']","['Consumo: \n142,95 kWh/m² year', 'Emisiones: \n28,79 kg CO2/m² year']",[],Professional advertiser
84569689,"Flat / apartment for sale in calle Fernández Ballesteros, Cádiz","Playa Victoria, Cadiz","970,000","970,000","['200 m² built', '4 bedrooms', '3 bathrooms', 'Terrace', 'Parking space included in the price', 'Second hand/good condition', 'Fitted wardrobes', 'Storeroom', 'Orientation South', '7th floor exterior', 'with lift']","['Air conditioning', 'en trámite']",[],Professional advertiser
89759548,Duplex for sale in Centro Histórico - Plaza España,Cadiz,"220,000","220,000","['82 m² built', '1 bedroom', '1 bathroom', 'Second hand/good condition', 'Orientation North, South, East, West', 'Built in 1888', 'No heating', 'Ground floor exterior', 'no lift']",['en trámite'],[],Professional advertiser
88836053,Flat / apartment for sale in Playa Victoria,Cadiz,"900,000","900,000","['223 m² built', '5 bedrooms', '3 bathrooms', 'Terrace', 'Parking space included in the price', 'Second hand/good condition', 'Fitted wardrobes', 'Storeroom', 'Built in 1976', 'Individual heating', '9th floor exterior', 'with lift']","['Air conditioning', 'en trámite']",[],Professional advertiser
84546673,Duplex for sale in Centro Histórico - Plaza España,Cadiz,"479,000","479,000","['187 m² built', '3 bedrooms', '2 bathrooms', 'Second hand/good condition', 'Fitted wardrobes', 'Storeroom', 'Built in 1985', '2nd floor exterior', 'with lift']","['Air conditioning', 'en trámite']",[],Professional advertiser
96928423,Flat / apartment for sale in Centro Histórico - Plaza España,Cadiz,"138,000","138,000","['40 m² built, 35 m² floor area', '1 bedroom', '1 bathroom', 'Second hand/good condition', 'Fitted wardrobes', 'Built in 2021', 'No heating', '2nd floor', 'with lift']",['en trámite'],[],Professional advertiser
96618407,Flat / apartment for sale in La Paz - Segunda Aguada - Loreto,Cadiz,"250,000","250,000","['113 m² built, 100 m² floor area', '4 bedrooms', '2 bathrooms', 'Second hand/good condition', 'Orientation North, South', 'Built in 1983', 'Individual heating: Natural gas', '5th floor exterior', 'with lift']",['Consumo: \n21 kWh/m² year'],[],Professional advertiser
95161638,Flat / apartment for sale in Cortadura - Zona Franca,Cadiz,"288,000","288,000","['90 m² built, 85 m² floor area', '3 bedrooms', '1 bathroom', 'Second hand/good condition', 'Built in 1985', 'No heating', '13th floor', 'with lift']",['Consumo:'],[],Professional advertiser
