,house_id,tittle,city,price_act,price_first,details_1_desc,details_2_desc,details_3_desc,advertiser
341,96892905,Flat / apartment for sale in La Caleta - La Viña,Cadiz,"90,000","90,000","['38 m² built, 30 m² floor area', '1 bedroom', '1 bathroom', 'Second hand/needs renovating', 'Built in 1888', 'No heating', 'Ground floor exterior', 'no lift']",['en trámite'],[],Professional advertiser
342,96864579,Flat / apartment for sale in Playa Victoria,Cadiz,"285,000","285,000","['75 m² built, 70 m² floor area', '2 bedrooms', '1 bathroom', 'Terrace', 'Second hand/good condition', 'Orientation East', '5th floor exterior', 'with lift']",['en trámite'],[],Professional advertiser
343,96832070,Flat / apartment for sale in La Caleta - La Viña,Cadiz,"156,000","156,000","['78 m² built, 68 m² floor area', '3 bedrooms', '1 bathroom', 'Second hand/good condition', 'No heating', 'Ground floor exterior', 'no lift']",['en trámite'],[],Professional advertiser
344,96832060,Flat / apartment for sale in Mentidero - Teatro Falla - Alameda,Cadiz,"180,000","180,000","['90 m² built', '3 bedrooms', '1 bathroom', 'Second hand/good condition', 'Built in 2003', 'No heating', '3rd floor exterior', 'no lift']",['inmueble exento'],[],Professional advertiser
345,96783429,Flat / apartment for sale in La Paz - Segunda Aguada - Loreto,Cadiz,"109,000","
112,000 €
","['60 m² built, 50 m² floor area', '2 bedrooms', '1 bathroom', 'Second hand/good condition', 'Ground floor exterior', 'with lift']",['en trámite'],[],Professional advertiser
346,96734883,Penthouse for sale in La Caleta - La Viña,Cadiz,"143,000","
150,000 €
","['50 m² built', 'No bedroom', '1 bathroom', 'Terrace', 'Second hand/good condition', '3rd floor exterior', 'no lift']",['en trámite'],[],Professional advertiser
347,95362131,Flat / apartment for sale in Centro Histórico - Plaza España,Cadiz,"450,000","450,000","['184 m² built, 167 m² floor area', '5 bedrooms', '3 bathrooms', 'Terrace', 'Balcony', 'Second hand/needs renovating', 'Fitted wardrobes', 'Orientation West', 'Built in 1970', 'No heating', '3rd floor exterior', 'with lift']",['no indicado'],[],Professional advertiser
348,90924812,Flat / apartment for sale in La Paz - Segunda Aguada - Loreto,Cadiz,"375,000","375,000","['156 m² built, 106 m² floor area', '4 bedrooms', '3 bathrooms', 'Parking space included in the price', 'Second hand/good condition', 'Fitted wardrobes', 'Built in 2003', 'No heating', '12th floor exterior', 'with lift']","['Air conditioning', 'en trámite']",[],Professional advertiser
349,96643470,Flat / apartment for sale in La Paz - Segunda Aguada - Loreto,Cadiz,"119,000","119,000","['63 m² built', '2 bedrooms', '1 bathroom', 'Second hand/good condition', 'Built in 1972', 'No heating', 'Ground floor', 'with lift']",['en trámite'],[],Professional advertiser
350,96629970,Flat / apartment for sale in Centro Histórico - Plaza España,Cadiz,"285,000","285,000","['108 m² built, 85 m² floor area', '3 bedrooms', '2 bathrooms', 'Balcony', 'Second hand/good condition', 'Fitted wardrobes', 'Storeroom', 'Orientation South, West', 'Built in 1888', 'Individual heating', '3rd floor', 'with lift']","['Air conditioning', 'Consumo: \n161 kWh/m² year']",[],Professional advertiser
351,96602250,Flat / apartment for sale in Cortadura - Zona Franca,Cadiz,"575,000","575,000","['126 m² built, 116 m² floor area', '3 bedrooms', '2 bathrooms', 'Terrace', 'Parking space included in the price', 'Second hand/good condition', 'Fitted wardrobes', 'Storeroom', 'Orientation South, West', 'Built in 2019', 'Central heating', 'Access adapted for persons with reduced mobility', '7th floor exterior', 'with lift']","['Air conditioning', 'Swimming pool', 'Consumo: \n34 kWh/m² year']",[],Professional advertiser
352,96571281,Flat / apartment for sale in Playa Victoria,Cadiz,"280,000","280,000","['125 m² built, 115 m² floor area', '3 bedrooms', '2 bathrooms', 'Terrace', 'Second hand/needs renovating', 'Fitted wardrobes', 'Orientation East', 'Built in 1960', 'No heating', '2nd floor exterior', 'no lift']",['no indicado'],[],Professional advertiser
353,96544636,Flat / apartment for sale in La Paz - Segunda Aguada - Loreto,Cadiz,"120,000","120,000","['67 m² built, 60 m² floor area', '3 bedrooms', '1 bathroom', 'Second hand/good condition', 'Orientation North, West', 'Built in 1970', 'No heating', 'Access adapted for persons with reduced mobility', '4th floor', 'with lift']",['en trámite'],[],Professional advertiser
354,96266448,Flat / apartment for sale in Ayuntamiento - Catedral,Cadiz,"131,000","131,000","['58 m² built', '2 bedrooms', '1 bathroom', 'Second hand/good condition', 'Fitted wardrobes', 'Ground floor exterior', 'no lift']",['Consumo:'],[],Professional advertiser
355,96440774,Flat / apartment for sale in La Paz - Segunda Aguada - Loreto,Cadiz,"335,000","335,000","['102 m² built', '3 bedrooms', '2 bathrooms', 'Parking space included in the price', 'Second hand/good condition', 'Fitted wardrobes', 'Orientation East', 'Built in 2003', 'Central heating', 'Access adapted for persons with reduced mobility', '1st floor exterior', 'with lift']","['Air conditioning', 'no indicado']",[],Professional advertiser
356,96380427,Flat / apartment for sale in Playa Victoria,Cadiz,"200,000","200,000","['100 m² built, 90 m² floor area', '4 bedrooms', '1 bathroom', 'Second hand/good condition', 'Fitted wardrobes', 'Built in 1960', 'No heating', 'Ground floor exterior', 'no lift']",['en trámite'],[],Professional advertiser
357,96301892,Flat / apartment for sale in Mentidero - Teatro Falla - Alameda,Cadiz,"950,000","950,000","['311 m² built, 290 m² floor area', '5 bedrooms', '4 bathrooms', 'Terrace', 'Parking space included in the price', 'Second hand/good condition', 'Fitted wardrobes', 'Built in 1965', 'Central heating', 'Access adapted for persons with reduced mobility', '5th floor exterior', 'with lift']","['Air conditioning', 'no indicado']",[],Professional advertiser
358,96234943,Flat / apartment for sale in Mentidero - Teatro Falla - Alameda,Cadiz,"180,000","180,000","['92 m² built, 82 m² floor area', '2 bedrooms', '1 bathroom', 'Second hand/good condition', 'Built in 1888', 'No heating', '3rd floor exterior', 'no lift']",['en trámite'],[],Professional advertiser
359,96158217,Flat / apartment for sale in Mentidero - Teatro Falla - Alameda,Cadiz,"176,000","176,000","['87 m² built, 77 m² floor area', '3 bedrooms', '1 bathroom', 'Second hand/good condition', 'Fitted wardrobes', 'Storeroom', 'Built in 1888', 'No heating', '2nd floor interior', 'no lift']",['en trámite'],[],Professional advertiser
360,96087374,Duplex for sale in Centro Histórico - Plaza España,Cadiz,"235,000","235,000","['113 m² built, 111 m² floor area', '4 bedrooms', '1 bathroom', 'Terrace', 'Second hand/good condition', 'Fitted wardrobes', 'no lift']",['no indicado'],[],Professional advertiser
361,86403374,Flat / apartment for sale in Playa Victoria,Cadiz,"490,000","490,000","['152 m² built, 130 m² floor area', '3 bedrooms', '2 bathrooms', 'Terrace', 'Second hand/good condition', 'Fitted wardrobes', 'Storeroom', 'No heating', '1st floor exterior', 'with lift']","['Air conditioning', 'en trámite']",[],Professional advertiser
362,95018793,Duplex for sale in La Caleta - La Viña,Cadiz,"325,000","325,000","['105 m² built', '2 bedrooms', '2 bathrooms', 'Terrace', 'Second hand/good condition', 'Fitted wardrobes', 'Built in 2021', 'No heating', '4th floor interior', 'with lift']","['Air conditioning', 'no indicado']",[],Professional advertiser
363,95784766,Flat / apartment for sale in Centro Histórico - Plaza España,Cadiz,"450,000","450,000","['184 m² built', '5 bedrooms', '3 bathrooms', 'Terrace', 'Balcony', 'Second hand/needs renovating', 'Fitted wardrobes', 'Orientation West', 'Built in 1970', 'No heating', '3rd floor exterior', 'with lift']",['Consumo:'],[],Professional advertiser
364,95672433,Flat / apartment for sale in Mentidero - Teatro Falla - Alameda,Cadiz,"170,000","170,000","['87 m² built', '3 bedrooms', '1 bathroom', 'Second hand/good condition', 'Fitted wardrobes', '2nd floor interior', 'no lift']","['Air conditioning', 'Consumo:']",[],Professional advertiser
365,95649345,Flat / apartment for sale in Mentidero - Teatro Falla - Alameda,Cadiz,"1,300,000","1,300,000","['210 m² built, 180 m² floor area', '3 bedrooms', '3 bathrooms', 'Terrace', 'Parking space included in the price', 'Second hand/good condition', 'Fitted wardrobes', 'Storeroom', 'Built in 2009', 'No heating', '3rd floor exterior', 'with lift']","['Air conditioning', 'en trámite']",[],Professional advertiser
366,95586343, Detached house for sale in La Caleta - La Viña,Cadiz,"310,000","310,000","['Detached house', '100 m² built, 90 m² floor area', '2 bedrooms', '2 bathrooms', 'Terrace', 'Parking space included in the price', 'Second hand/good condition', 'Built in 2021', 'No heating']","['Air conditioning', 'en trámite']",[],Professional advertiser
367,95551615,Flat / apartment for sale in Cortadura - Zona Franca,Cadiz,"500,000","500,000","['133 m² built, 119 m² floor area', '4 bedrooms', '2 bathrooms', 'Second hand/good condition', 'Built in 1975', 'No heating', 'Ground floor', 'no lift']",['en trámite'],[],Professional advertiser
368,95436405,Flat / apartment for sale in Centro Histórico - Plaza España,Cadiz,"165,000","165,000","['52 m² built', '2 bedrooms', '1 bathroom', 'Second hand/good condition', 'Fitted wardrobes', 'Orientation East', 'Individual heating', '1st floor', 'no lift']","['Air conditioning', 'no indicado']",[],Professional advertiser
369,83872557,Flat / apartment for sale in Mentidero - Teatro Falla - Alameda,Cadiz,"550,000","550,000","['288 m² built, 265 m² floor area', '5 bedrooms', '3 bathrooms', 'Balcony', 'Second hand/good condition', 'Fitted wardrobes', 'No heating', '3rd floor exterior', 'with lift']",['en trámite'],[],Professional advertiser
370,87820699,Flat / apartment for sale in Mentidero - Teatro Falla - Alameda,Cadiz,"250,000","250,000","['186 m² built, 174 m² floor area', '3 bedrooms', '1 bathroom', 'Second hand/needs renovating', 'Storeroom', 'Orientation West', 'Built in 1995', 'No heating', 'Ground floor exterior', 'no lift']",['en trámite'],[],Professional advertiser
371,37562036,Flat / apartment for sale in La Caleta - La Viña,Cadiz,"99,000","99,000","['45 m² built', '2 bedrooms', '1 bathroom', 'Second hand/good condition', '3rd floor interior', 'no lift']",['inmueble exento'],[],Professional advertiser
372,95142947,Penthouse for sale in Centro Histórico - Plaza España,Cadiz,"260,000","260,000","['72 m² built, 60 m² floor area', '2 bedrooms', '1 bathroom', 'Terrace', 'Second hand/good condition', 'Storeroom', 'Orientation East, West', 'Built in 1948', 'No heating', '5th floor exterior', 'no lift']",['no indicado'],[],Professional advertiser
373,95018785,Duplex for sale in La Caleta - La Viña,Cadiz,"400,000","400,000","['134 m² built', '4 bedrooms', '2 bathrooms', 'Terrace', 'Balcony', 'Second hand/good condition', 'Fitted wardrobes', 'Built in 2021', 'No heating', '4th floor exterior', 'with lift']","['Air conditioning', 'no indicado']",[],Professional advertiser
374,94901015,Flat / apartment for sale in Centro Histórico - Plaza España,Cadiz,"235,000","235,000","['107 m² built, 100 m² floor area', '3 bedrooms', '1 bathroom', 'Second hand/good condition', 'Built in 1988', 'No heating', '2nd floor', 'no lift']",['en trámite'],[],Professional advertiser
375,94894077,Flat / apartment for sale in Mentidero - Teatro Falla - Alameda,Cadiz,"350,000","350,000","['200 m² built', '8 bedrooms', '3 bathrooms', 'Balcony', 'Second hand/good condition', 'Fitted wardrobes', '1st floor exterior', 'no lift']",['Consumo:'],[],Professional advertiser
376,94761962,Flat / apartment for sale in Mentidero - Teatro Falla - Alameda,Cadiz,"165,000","165,000","['84 m² built', '3 bedrooms', '1 bathroom', 'Balcony', 'Second hand/good condition', 'Fitted wardrobes', 'Storeroom', '2nd floor exterior', 'no lift']",['Consumo:'],[],Professional advertiser
377,94591218,Flat / apartment for sale in Centro Histórico - Plaza España,Cadiz,"190,000","190,000","['108 m² built', '3 bedrooms', '2 bathrooms', 'Balcony', 'Second hand/needs renovating', '2nd floor exterior', 'no lift']",['Consumo:'],[],Professional advertiser
378,94684989,Flat / apartment for sale in Mentidero - Teatro Falla - Alameda,Cadiz,"219,000","219,000","['74 m² built', '2 bedrooms', '1 bathroom', 'Second hand/good condition', 'Fitted wardrobes', 'Built in 2000', 'Individual heating', '2nd floor exterior', 'with lift']","['Air conditioning', 'no indicado']",[],Professional advertiser
379,1967602,Flat / apartment for sale in Centro Histórico - Plaza España,Cadiz,"330,000","330,000","['189 m² built, 160 m² floor area', '4 bedrooms', '2 bathrooms', 'Second hand/good condition', 'Fitted wardrobes', '1st floor exterior', 'with lift']","['Air conditioning', 'no indicado']",[],Private owner
380,94305159,Flat / apartment for sale in Centro Histórico - Plaza España,Cadiz,"480,000","480,000","['210 m² built, 182 m² floor area', '5 bedrooms', '2 bathrooms', 'Second hand/good condition', 'Fitted wardrobes', 'Orientation North, East', 'Individual heating', 'Access adapted for persons with reduced mobility', '1st floor exterior', 'with lift']","['Air conditioning', 'no indicado']",[],Professional advertiser
381,94060225,Duplex for sale in Centro Histórico - Plaza España,Cadiz,"475,000","475,000","['181 m² built', '4 bedrooms', '2 bathrooms', 'Balcony', 'Second hand/good condition', 'Fitted wardrobes', 'Access adapted for persons with reduced mobility', '2nd floor exterior', 'with lift']","['Air conditioning', 'Consumo:']",[],Professional advertiser
382,93807251,Flat / apartment for sale in Mentidero - Teatro Falla - Alameda,Cadiz,"340,000","340,000","['192 m² built, 162 m² floor area', '8 bedrooms', '3 bathrooms', 'Balcony', 'Second hand/good condition', 'Orientation West', 'No heating', '1st floor exterior', 'no lift']",['no indicado'],[],Professional advertiser
383,93679198,Duplex for sale in La Paz - Segunda Aguada - Loreto,Cadiz,"156,000","156,000","['70 m² built, 62 m² floor area', '1 bedroom', '1 bathroom', 'Parking space included in the price', 'Second hand/good condition', 'Orientation South', 'No heating', 'Access adapted for persons with reduced mobility', 'Ground floor exterior', 'with lift']","['Air conditioning', 'no indicado']",[],Professional advertiser
384,93485678,Flat / apartment for sale in Centro Histórico - Plaza España,Cadiz,"463,000","463,000","['187 m² built, 177 m² floor area', '4 bedrooms', '2 bathrooms', 'Terrace', 'Balcony', 'Second hand/good condition', 'Fitted wardrobes', 'Storeroom', 'No heating', '2nd floor', 'with lift']","['Air conditioning', 'no indicado']",[],Professional advertiser
385,39946142,Flat / apartment for sale in Playa Stª Mª del Mar,Cadiz,"720,000","720,000","['177 m² built, 147 m² floor area', '3 bedrooms', '2 bathrooms', 'Second hand/good condition', 'Fitted wardrobes', 'Individual heating: Natural gas', 'Access adapted for persons with reduced mobility', '2nd floor exterior', 'with lift']","['Air conditioning', 'no indicado']",[],Professional advertiser
386,93441274,Flat / apartment for sale in Centro Histórico - Plaza España,Cadiz,"615,000","615,000","['300 m² built, 270 m² floor area', '7 bedrooms', '3 bathrooms', 'Balcony', 'Second hand/good condition', 'Fitted wardrobes', 'Orientation West', 'Built in 1888', 'No heating', '2nd floor exterior', 'no lift']",['no indicado'],[],Professional advertiser
387,93087074,Flat / apartment for sale in Zona San José - Varela,Cadiz,"179,000","179,000","['76 m² built, 71 m² floor area', '2 bedrooms', '1 bathroom', 'Balcony', 'Second hand/good condition', 'Built in 1958', 'No heating', '2nd floor exterior', 'no lift']",['en trámite'],[],Professional advertiser
388,91686610,Flat / apartment for sale in Centro Histórico - Plaza España,Cadiz,"130,000","130,000","['82 m² built, 67 m² floor area', '2 bedrooms', '1 bathroom', 'Second hand/good condition', 'Orientation South', 'Built in 1888', 'No heating', '2nd floor', 'no lift']",['inmueble exento'],[],Professional advertiser
389,91588699,Studio flat for sale in Centro Histórico - Plaza España,Cadiz,"220,000","220,000","['91 m² built', 'No bedroom', '1 bathroom', 'Second hand/good condition', 'Ground floor exterior', 'no lift']","['Air conditioning', 'en trámite']",[],Professional advertiser
390,91214205,Penthouse for sale in Ayuntamiento - Catedral,Cadiz,"145,000","145,000","['27 m² built, 25 m² floor area', '1 bedroom', '1 bathroom', 'Terrace', 'Second hand/good condition', 'Built in 1888', 'No heating', '3rd floor', 'no lift']","['Air conditioning', 'Consumo: \n367 kWh/m² year']",[],Professional advertiser
391,90836211,Flat / apartment for sale in Mentidero - Teatro Falla - Alameda,Cadiz,"350,000","350,000","['213 m² built', '4 bedrooms', '2 bathrooms', 'Terrace', 'Balcony', 'Second hand/good condition', 'Fitted wardrobes', '2nd floor exterior', 'no lift']",['Consumo:'],[],Professional advertiser
392,90925507,Flat / apartment for sale in Centro Histórico - Plaza España,Cadiz,"430,000","430,000","['209 m² built, 163 m² floor area', '4 bedrooms', '2 bathrooms', 'Balcony', 'Second hand/good condition', 'Orientation East, West', 'Built in 1970', 'No heating', '1st floor exterior', 'no lift']",['no indicado'],[],Professional advertiser
393,90851131,Flat / apartment for sale in Mentidero - Teatro Falla - Alameda,Cadiz,"135,000","135,000","['81 m² built, 67 m² floor area', '3 bedrooms', '1 bathroom', 'Second hand/good condition', '2nd floor', 'no lift']",['inmueble exento'],[],Professional advertiser
394,88992335,Flat / apartment for sale in Zona San José - Varela,Cadiz,"600,000","600,000","['207 m² built', '4 bedrooms', '2 bathrooms', 'Terrace', 'Parking space included in the price', 'Second hand/good condition', 'Fitted wardrobes', '3rd floor exterior', 'with lift']","['Air conditioning', 'Consumo:']",[],Professional advertiser
395,88932560, Terraced house for sale in Zona San José - Varela,Cadiz,"475,000","475,000","['Terraced house', '2 floors', '223 m² built, 206 m² floor area', '5 bedrooms', '3 bathrooms', 'Terrace', 'Balcony', 'Parking space included in the price', 'Second hand/good condition', 'Fitted wardrobes', 'Storeroom']","['Air conditioning', 'en trámite']",[],Professional advertiser
396,88620847,Flat / apartment for sale in Mentidero - Teatro Falla - Alameda,Cadiz,"420,000","420,000","['138 m² built', '4 bedrooms', '3 bathrooms', 'Terrace', 'Second hand/good condition', 'Fitted wardrobes', '5th floor exterior', 'with lift']",['Consumo:'],[],Professional advertiser
397,88125752,Flat / apartment for sale in Mentidero - Teatro Falla - Alameda,Cadiz,"130,000","130,000","['60 m² built', '3 bedrooms', '1 bathroom', 'Second hand/good condition', 'exterior', 'no lift']",['inmueble exento'],[],Professional advertiser
398,87935374,Flat / apartment for sale in Zona Bahía Blanca,Cadiz,"600,000","600,000","['224 m² built', '4 bedrooms', '3 bathrooms', 'Terrace', 'Parking space included in the price', 'Second hand/good condition', 'Fitted wardrobes', 'Storeroom', '3rd floor exterior', 'with lift']","['Air conditioning', 'Consumo:']",[],Professional advertiser
399,86681628,Flat / apartment for sale in Playa Victoria,Cadiz,"375,000","375,000","['136 m² built, 126 m² floor area', '3 bedrooms', '2 bathrooms', 'Second hand/good condition', 'Fitted wardrobes', 'Built in 1968', 'Central heating', 'Access adapted for persons with reduced mobility', 'Home suitable for persons with reduced mobility', 'Ground floor exterior', 'with lift']","['Air conditioning', 'en trámite']",[],Professional advertiser
400,87358574,Flat / apartment for sale in La Paz - Segunda Aguada - Loreto,Cadiz,"395,000","395,000","['151 m² built', '4 bedrooms', '3 bathrooms', 'Balcony', 'Parking space included in the price', 'Second hand/good condition', 'Fitted wardrobes', '13th floor exterior', 'with lift']","['Air conditioning', 'Consumo:']",[],Professional advertiser
401,87028860,Flat / apartment for sale in Centro Histórico - Plaza España,Cadiz,"750,000","750,000","['192 m² built', '3 bedrooms', '2 bathrooms', 'Terrace', 'Second hand/good condition', 'Fitted wardrobes', 'Storeroom', 'No heating', '4th floor', 'with lift']","['Air conditioning', 'no indicado']",[],Professional advertiser
402,86736864,Flat / apartment for sale in Playa Victoria,Cadiz,"700,000","700,000","['199 m² built, 189 m² floor area', '5 bedrooms', '4 bathrooms', 'Terrace', 'Parking space included in the price', 'Second hand/good condition', 'Storeroom', 'Central heating', 'Access adapted for persons with reduced mobility', '1st floor exterior', 'with lift']",['no indicado'],[],Professional advertiser
403,86165655,Flat / apartment for sale in Mentidero - Teatro Falla - Alameda,Cadiz,"310,000","310,000","['137 m² built, 127 m² floor area', '4 bedrooms', '2 bathrooms', 'Balcony', 'Second hand/good condition', 'Fitted wardrobes', 'Orientation South, East', 'Built in 1888', 'No heating', '2nd floor exterior', 'with lift']",['inmueble exento'],[],Professional advertiser
404,39805135,Flat / apartment for sale in La Caleta - La Viña,Cadiz,"390,000","390,000","['141 m² built', '4 bedrooms', '2 bathrooms', 'Parking space included in the price', 'Second hand/good condition', 'Fitted wardrobes', 'Orientation South, East', 'Built in 1968', 'No heating', '1st floor exterior', 'with lift']",['Consumo: \n77 kWh/m² year'],[],Professional advertiser
405,39353570,Penthouse for sale in Playa Victoria,Cadiz,"800,000","800,000","['188 m² built', '3 bedrooms', '3 bathrooms', 'Terrace', 'Parking space included in the price', 'Second hand/good condition', 'Fitted wardrobes', 'Storeroom', 'Built in 2009', '7th floor exterior', 'with lift']","['Air conditioning', 'en trámite']",[],Professional advertiser
406,32275778,Flat / apartment for sale in La Paz - Segunda Aguada - Loreto,Cadiz,"300,000","300,000","['140 m² built, 124 m² floor area', '4 bedrooms', '2 bathrooms', 'Second hand/good condition', 'Fitted wardrobes', 'Orientation South, East', 'Built in 1970', 'No heating', 'Access adapted for persons with reduced mobility', '2nd floor exterior', 'with lift']",['no indicado'],[],Professional advertiser
407,96860885,Flat / apartment for sale in Playa Victoria,Cadiz,"520,000","520,000","['166 m² built, 148 m² floor area', '4 bedrooms', '2 bathrooms', 'Second hand/good condition', 'Fitted wardrobes', 'Storeroom', 'Orientation East, West', '5th floor exterior', 'with lift']","['Air conditioning', 'en trámite']",[],Professional advertiser
408,96859159,Flat / apartment for sale in Mentidero - Teatro Falla - Alameda,Cadiz,"220,000","220,000","['80 m² built', '1 bedroom', '1 bathroom', 'Second hand/good condition', 'Fitted wardrobes', 'Ground floor exterior', 'no lift']",['en trámite'],[],Professional advertiser
409,96839047,Flat / apartment for sale in Ayuntamiento - Catedral,Cadiz,"185,000","185,000","['45 m² built', '2 bedrooms', '1 bathroom', 'Second hand/good condition', '1st floor exterior', 'with lift']",['inmueble exento'],[],Professional advertiser
410,96723426,Duplex for sale in Mentidero - Teatro Falla - Alameda,Cadiz,"575,000","575,000","['140 m² built', '3 bedrooms', '3 bathrooms', 'Terrace', 'Second hand/good condition', 'Fitted wardrobes', 'Storeroom', '2nd floor exterior', 'no lift']","['Air conditioning', 'en trámite']",[],Professional advertiser
411,96704796,Flat / apartment for sale in Centro Histórico - Plaza España,Cadiz,"135,000","
140,000 €
","['55 m² built', '3 bedrooms', '1 bathroom', 'Second hand/good condition', 'Orientation East', '3rd floor exterior', 'no lift']",['no indicado'],[],Professional advertiser
412,84433072, Detached house for sale in Ayuntamiento - Catedral,Cadiz,"682,500","682,500","['Detached house', '300 m² built, 291 m² floor area', '4 bedrooms', '5 bathrooms', 'Terrace', 'Parking space included in the price', 'Second hand/good condition', 'Individual heating']",['no indicado'],[],Professional advertiser
413,96685638,Flat / apartment for sale in Zona Laguna,Cadiz,"365,000","
370,000 €
","['139 m² built', '5 bedrooms', '2 bathrooms', 'Second hand/good condition', 'Built in 1981', 'No heating', 'Access adapted for persons with reduced mobility', '1st floor exterior', 'with lift']",['no indicado'],[],Professional advertiser
414,96652341, House for sale in Centro Histórico - Plaza España,Cadiz,"637,000","637,000","['House', '541 m² built', '13 bedrooms', '9 bathrooms', 'Second hand/needs renovating', 'No heating']",['inmueble exento'],[],Professional advertiser
415,96310988,Flat / apartment for sale in Zona Laguna,Cadiz,"245,000","
255,000 €
","['95 m² built, 90 m² floor area', '4 bedrooms', '2 bathrooms', 'Terrace', 'Second hand/good condition', 'No heating', '2nd floor exterior', 'with lift']",['en trámite'],[],Professional advertiser
416,96735131,"Flat / apartment for sale in calle Santa Cruz de Tenerife, 8","Zona Bahía Blanca, Cadiz","470,000","470,000","['180 m² built, 160 m² floor area', '4 bedrooms', '2 bathrooms', 'Terrace', 'Parking space included in the price', 'Second hand/good condition', 'Fitted wardrobes', 'Storeroom', 'Orientation South', '4th floor exterior', 'with lift']",['Consumo: \n168 kWh/m² year'],[],Professional advertiser
417,96626915,Flat / apartment for sale in Zona Plaza de Jesús Nazareno NN,"La Caleta - La Viña, Cadiz","165,000","165,000","['85 m² built, 80 m² floor area', '3 bedrooms', '1 bathroom', 'Second hand/good condition', 'Built in 1950', '2nd floor interior', 'no lift']","['Air conditioning', 'inmueble exento']",[],Professional advertiser
418,96584038,Flat / apartment for sale in Playa de la Caleta NN,"La Caleta - La Viña, Cadiz","339,000","339,000","['159 m² built, 150 m² floor area', '7 bedrooms', '3 bathrooms', 'Terrace', 'Balcony', 'Parking space included in the price', 'Second hand/good condition', 'Fitted wardrobes', '1st floor exterior', 'with lift']",['no indicado'],[],Professional advertiser
419,96442699,Flat / apartment for sale in Zona Laguna,Cadiz,"245,000","
250,000 €
","['84 m² built', '4 bedrooms', '2 bathrooms', 'Terrace', 'Second hand/needs renovating', 'Fitted wardrobes', 'Built in 1959', '2nd floor exterior', 'with lift']",['en trámite'],[],Professional advertiser
420,95043610,Flat / apartment for sale in glorieta Cortadura,"Cortadura - Zona Franca, Cadiz","290,000","290,000","['108 m² built', '3 bedrooms', '2 bathrooms', 'Terrace', 'Second hand/good condition', 'Fitted wardrobes', '3rd floor exterior', 'with lift']",['en trámite'],[],Professional advertiser
421,94905189,Flat / apartment for sale in plaza Jerez de la Frontera,"Cortadura - Zona Franca, Cadiz","215,000","215,000","['50 m² built', '1 bedroom', '1 bathroom', 'Second hand/good condition', 'Fitted wardrobes', '1st floor exterior', 'with lift']",['en trámite'],[],Professional advertiser
422,96335837,Flat / apartment for sale in Compañia,"Centro Histórico - Plaza España, Cadiz","82,200","82,200","['58 m² built, 48 m² floor area', '2 bedrooms', '1 bathroom', 'Second hand/needs renovating', 'Fitted wardrobes', 'Ground floor interior', 'no lift']",['Consumo:'],[],Professional advertiser
423,96233565,Flat / apartment for sale in plaza Virgen del Loreto,"La Paz - Segunda Aguada - Loreto, Cadiz","130,000","130,000","['70 m² built', '3 bedrooms', '1 bathroom', 'Second hand/good condition', 'Ground floor exterior', 'with lift']",['en trámite'],[],Professional advertiser
424,95951489,Flat / apartment for sale in paseo Marítimo,"Playa Victoria, Cadiz","700,000","700,000","['163 m² built', '5 bedrooms', '3 bathrooms', 'Terrace', 'Second hand/good condition', 'Fitted wardrobes', '7th floor exterior', 'with lift']","['Air conditioning', 'en trámite']",[],Professional advertiser
425,95648275,Flat / apartment for sale in avenida Ana de Viya,"Playa Victoria, Cadiz","190,000","190,000","['63 m² built', '1 bedroom', '1 bathroom', 'Second hand/good condition', 'Fitted wardrobes', '7th floor interior', 'with lift']",['en trámite'],[],Professional advertiser
426,95313662,Flat / apartment for sale in avenida San Severiano,"La Paz - Segunda Aguada - Loreto, Cadiz","149,000","149,000","['87 m² built, 70 m² floor area', '3 bedrooms', '1 bathroom', 'Terrace', 'Second hand/needs renovating', 'Orientation West', 'Access adapted for persons with reduced mobility', '2nd floor exterior', 'with lift']",['Consumo:'],[],Professional advertiser
427,95112222,Flat / apartment for sale in paseo Marítimo,"Cortadura - Zona Franca, Cadiz","430,000","430,000","['86 m² built', '2 bedrooms', '2 bathrooms', 'Second hand/good condition', 'Fitted wardrobes', 'Orientation South, West', '11th floor exterior', 'with lift']","['Air conditioning', 'en trámite']",[],Professional advertiser
428,91815199,Flat / apartment for sale in calle García Quijano,"La Paz - Segunda Aguada - Loreto, Cadiz","104,900","104,900","['55 m² built, 50 m² floor area', '2 bedrooms', '1 bathroom', 'Balcony', 'Second hand/good condition', 'Orientation West', 'Built in 1950', 'Individual heating', '3rd floor exterior', 'no lift']","['Air conditioning', 'no indicado']",[],Professional advertiser
429,91160619,Flat / apartment for sale in Gabriel Matute,"Playa Victoria, Cadiz","330,000","330,000","['88 m² built, 85 m² floor area', '3 bedrooms', '2 bathrooms', 'Second hand/good condition', 'Fitted wardrobes', 'Orientation South', 'Built in 1972', 'Individual heating: Air conditioning/Heat pump', '13th floor exterior', 'with lift']","['Air conditioning', 'en trámite']",[],Professional advertiser
430,91081081,Flat / apartment for sale in sacramento,"Centro Histórico - Plaza España, Cadiz","155,000","155,000","['92 m² built, 88 m² floor area', '3 bedrooms', '1 bathroom', 'Second hand/good condition', 'Fitted wardrobes', 'Individual heating: Air conditioning/Heat pump', '3rd floor exterior', 'no lift']",['en trámite'],[],Professional advertiser
